source_record_id,order_id,customer_id,billing_address_id,shipping_address_id,order_timestamp,channel,order_status,currency_code,subtotal_amount,discount_amount,tax_amount,shipping_amount,order_total_amount,created_at,updated_at
SRC_ORDER_B002_000003627,O000124446,C0008365,A00010786,A00010786,2026-09-02 23:46:56,ECOMMERCE,COMPLETED,GBP,975.74,0.00,195.15,0.00,1170.89,2026-09-02 23:46:56,2026-09-03 20:11:23
SRC_ORDER_B002_000003628,O000124447,C0033235,A00042545,A00042545,2026-09-01 12:34:34,ECOMMERCE,COMPLETED,GBP,263.42,26.34,47.42,0.00,284.50,2026-09-01 12:34:34,2026-09-02 05:30:46
SRC_ORDER_B002_000003629,O000124448,C0028022,A00035844,A00035844,2026-09-03 08:45:28,ECOMMERCE,COMPLETED,GBP,2909.27,0.00,581.85,0.00,3491.12,2026-09-03 08:45:28,2026-09-04 08:29:46
SRC_ORDER_B002_000003630,O000124449,C0029380,A00037600,A00037600,2026-09-03 02:20:14,STORE,COMPLETED,GBP,5402.61,207.10,1039.10,0.00,6234.61,2026-09-03 02:20:14,2026-09-03 14:05:57
SRC_ORDER_B002_000003631,O000124450,C0038280,A00048987,A00048987,2026-09-02 09:13:05,STORE,COMPLETED,GBP,9497.53,185.53,1862.40,0.00,11174.40,2026-09-02 09:13:05,2026-09-03 07:41:35
SRC_ORDER_B002_000003632,O000124451,C0047529,A00060853,A00060853,2026-09-03 13:30:20,ECOMMERCE,COMPLETED,GBP,5014.86,5.65,1001.85,0.00,6011.06,2026-09-03 13:30:20,2026-09-04 11:40:34
SRC_ORDER_B002_000003633,O000124452,C0012730,A00016325,A00016325,2026-09-03 17:04:43,STORE,COMPLETED,GBP,1681.76,0.00,336.35,0.00,2018.11,2026-09-03 17:04:43,2026-09-04 13:59:17
SRC_ORDER_B002_000003634,O000124453,C0026819,A00034284,A00034284,2026-09-03 19:12:43,MOBILE,CANCELLED,GBP,4718.73,87.75,926.21,0.00,5557.19,2026-09-03 19:12:43,2026-09-04 01:32:48
SRC_ORDER_B002_000003635,O000124454,C0013375,A00017139,A00017139,2026-09-02 20:28:36,ECOMMERCE,COMPLETED,GBP,440.55,0.00,88.11,0.00,528.66,2026-09-02 20:28:36,2026-09-03 11:46:16
SRC_ORDER_B002_000003636,O000124455,C0023300,A00029821,A00029821,2026-09-02 09:44:07,ECOMMERCE,CANCELLED,GBP,650.29,0.00,130.06,0.00,780.35,2026-09-02 09:44:07,2026-09-02 22:42:00
SRC_ORDER_B002_000003637,O000124456,C0027257,A00034854,A00034854,2026-09-03 23:02:42,ECOMMERCE,COMPLETED,GBP,2856.05,206.02,530.01,0.00,3180.04,2026-09-03 23:02:42,2026-09-04 01:47:00
SRC_ORDER_B002_000003638,O000124457,C0001076,A00001373,A00001373,2026-09-02 22:43:52,STORE,COMPLETED,GBP,436.46,0.00,87.29,0.00,523.75,2026-09-02 22:43:52,2026-09-03 07:00:39
SRC_ORDER_B002_000003639,O000124458,C0017277,A00022107,A00022107,2026-09-01 15:11:09,STORE,COMPLETED,GBP,2296.93,138.10,431.76,0.00,2590.59,2026-09-01 15:11:09,2026-09-01 18:42:25
SRC_ORDER_B002_000003640,O000124459,C0043428,A00055593,A00055593,2026-09-03 11:44:19,STORE,COMPLETED,GBP,1346.74,52.24,258.91,0.00,1553.41,2026-09-03 11:44:19,2026-09-03 17:21:44
SRC_ORDER_B002_000003641,O000124460,C0048408,A00061984,A00061984,2026-09-02 23:29:58,STORE,COMPLETED,GBP,2074.25,136.90,387.47,0.00,2324.82,2026-09-02 23:29:58,2026-09-03 20:15:58
SRC_ORDER_B002_000003642,O000124461,C0050764,A00064981,A00064981,2026-09-02 18:10:33,STORE,COMPLETED,GBP,1277.16,0.00,255.43,0.00,1532.59,2026-09-02 18:10:33,2026-09-03 17:39:00
SRC_ORDER_B002_000003643,O000124462,C0036558,A00046785,A00046785,2026-09-02 12:38:09,STORE,COMPLETED,GBP,390.36,38.47,70.37,0.00,422.26,2026-09-02 12:38:09,2026-09-02 22:21:33
SRC_ORDER_B002_000003644,O000124463,C0045880,A00058734,A00058734,2026-09-03 06:26:41,STORE,COMPLETED,GBP,1104.83,68.68,207.23,0.00,1243.38,2026-09-03 06:26:41,2026-09-03 14:11:24
SRC_ORDER_B002_000003645,O000124464,C0037682,A00048228,A00048228,2026-09-03 03:40:02,STORE,COMPLETED,GBP,700.89,0.00,140.18,0.00,841.07,2026-09-03 03:40:02,2026-09-03 04:12:51
SRC_ORDER_B002_000003646,O000124465,C0018435,A00023580,A00023580,2026-09-03 07:06:21,MOBILE,COMPLETED,GBP,1759.43,11.26,349.64,0.00,2097.81,2026-09-03 07:06:21,2026-09-03 20:49:30
SRC_ORDER_B002_000003647,O000124466,C0019258,A00024642,A00024642,2026-09-02 10:27:10,STORE,COMPLETED,GBP,8146.67,884.73,1452.37,0.00,8714.31,2026-09-02 10:27:10,2026-09-02 22:37:16
SRC_ORDER_B002_000003648,O000124467,C0019194,A00024560,A00024560,2026-09-03 12:22:09,ECOMMERCE,COMPLETED,GBP,1593.84,34.47,311.87,0.00,1871.24,2026-09-03 12:22:09,2026-09-03 21:21:06
SRC_ORDER_B002_000003649,O000124468,C0042061,A00053828,A00053828,2026-09-03 06:06:18,STORE,COMPLETED,GBP,584.27,0.00,116.85,0.00,701.12,2026-09-03 06:06:18,2026-09-03 20:44:16
SRC_ORDER_B002_000003650,O000124469,C0032532,A00041641,A00041641,2026-09-02 16:58:58,MOBILE,COMPLETED,GBP,923.51,0.00,184.70,0.00,1108.21,2026-09-02 16:58:58,2026-09-03 08:53:04
SRC_ORDER_B002_000003651,O000124470,C0023028,A00029469,A00029469,2026-09-03 15:51:58,STORE,COMPLETED,GBP,3031.95,0.00,606.39,0.00,3638.34,2026-09-03 15:51:58,2026-09-03 19:09:49
SRC_ORDER_B002_000003652,O000124471,C0020939,A00026790,A00026790,2026-09-03 07:24:03,STORE,COMPLETED,GBP,3131.38,232.19,579.84,0.00,3479.03,2026-09-03 07:24:03,2026-09-04 00:38:04
SRC_ORDER_B002_000003653,O000124472,C0013536,A00017348,A00017348,2026-09-03 09:36:07,ECOMMERCE,COMPLETED,GBP,1253.04,70.78,236.46,0.00,1418.72,2026-09-03 09:36:07,2026-09-04 03:59:53
SRC_ORDER_B002_000003654,O000124473,C0047875,A00061306,A00061306,2026-09-03 09:36:50,STORE,COMPLETED,GBP,2010.25,36.37,394.78,0.00,2368.66,2026-09-03 09:36:50,2026-09-03 12:26:00
SRC_ORDER_B002_000003655,O000124474,C0029229,A00037405,A00037405,2026-09-02 00:42:44,ECOMMERCE,COMPLETED,GBP,1393.18,7.69,277.09,0.00,1662.58,2026-09-02 00:42:44,2026-09-02 15:06:35
SRC_ORDER_B002_000003656,O000124475,C0024907,A00031861,A00031861,2026-09-03 17:57:31,STORE,COMPLETED,GBP,1361.30,63.39,259.58,0.00,1557.49,2026-09-03 17:57:31,2026-09-04 03:49:13
SRC_ORDER_B002_000003657,O000124476,C0001447,A00001856,A00001857,2026-09-03 02:39:39,STORE,COMPLETED,GBP,2220.41,0.00,444.08,0.00,2664.49,2026-09-03 02:39:39,2026-09-03 12:47:40
SRC_ORDER_B002_000003658,O000124477,C0010050,A00012894,A00012894,2026-09-03 13:20:59,ECOMMERCE,COMPLETED,GBP,2217.21,88.96,425.65,0.00,2553.90,2026-09-03 13:20:59,2026-09-03 20:07:46
SRC_ORDER_B002_000003659,O000124478,C0000943,A00001205,A00001205,2026-09-01 10:58:44,STORE,COMPLETED,GBP,1952.17,149.04,360.63,0.00,2163.76,2026-09-01 10:58:44,2026-09-02 10:11:39
SRC_ORDER_B002_000003660,O000124479,C0000801,A00001031,A00001031,2026-09-02 00:18:43,STORE,COMPLETED,GBP,93.32,0.00,18.66,0.00,111.98,2026-09-02 00:18:43,2026-09-02 02:29:17
SRC_ORDER_B002_000003661,O000124480,C0049453,A00063310,A00063310,2026-09-01 13:19:49,ECOMMERCE,COMPLETED,GBP,3353.03,110.39,648.53,0.00,3891.17,2026-09-01 13:19:49,2026-09-01 22:18:54
SRC_ORDER_B002_000003662,O000124481,C0014319,A00018348,A00018348,2026-09-01 14:59:41,STORE,COMPLETED,GBP,2326.46,0.00,465.29,0.00,2791.75,2026-09-01 14:59:41,2026-09-02 01:57:30
SRC_ORDER_B002_000003663,O000124482,C0028688,A00036705,A00036705,2026-09-03 23:32:05,ECOMMERCE,COMPLETED,GBP,2662.31,57.90,520.88,0.00,3125.29,2026-09-03 23:32:05,2026-09-04 12:11:34
SRC_ORDER_B002_000003664,O000124483,C0043583,A00055791,A00055791,2026-09-02 01:21:21,ECOMMERCE,COMPLETED,GBP,2552.71,8.23,508.90,0.00,3053.38,2026-09-02 01:21:21,2026-09-02 14:41:36
SRC_ORDER_B002_000003665,O000124484,C0044603,A00057107,A00057108,2026-09-02 18:10:39,STORE,COMPLETED,GBP,172.69,34.54,27.63,0.00,165.78,2026-09-02 18:10:39,2026-09-03 16:14:15
SRC_ORDER_B002_000003666,O000124485,C0000498,A00000645,A00000645,2026-09-03 11:07:43,ECOMMERCE,COMPLETED,GBP,1380.04,0.00,276.00,0.00,1656.04,2026-09-03 11:07:43,2026-09-03 19:09:13
SRC_ORDER_B002_000003667,O000124486,C0025991,A00033244,A00033244,2026-09-02 17:30:54,STORE,COMPLETED,GBP,3164.81,342.41,564.47,0.00,3386.87,2026-09-02 17:30:54,2026-09-03 16:30:52
SRC_ORDER_B002_000003668,O000124487,C0048884,A00062585,A00062585,2026-09-03 23:07:03,MOBILE,COMPLETED,GBP,2830.11,150.60,535.89,0.00,3215.40,2026-09-03 23:07:03,2026-09-04 00:44:17
SRC_ORDER_B002_000003669,O000124488,C0035927,A00045982,A00045982,2026-09-03 11:12:29,STORE,COMPLETED,GBP,2379.02,0.00,475.80,0.00,2854.82,2026-09-03 11:12:29,2026-09-03 19:17:31
SRC_ORDER_B002_000003670,O000124489,C0008579,A00011045,A00011045,2026-09-02 00:35:47,STORE,COMPLETED,GBP,229.60,7.34,44.45,0.00,266.71,2026-09-02 00:35:47,2026-09-02 16:56:58
SRC_ORDER_B002_000003671,O000124490,C0013481,A00017278,A00017278,2026-09-03 15:35:45,MOBILE,COMPLETED,GBP,3140.34,157.01,596.67,0.00,3580.00,2026-09-03 15:35:45,2026-09-04 09:24:31
SRC_ORDER_B002_000003672,O000124491,C0001645,A00002104,A00002104,2026-09-03 18:27:01,STORE,COMPLETED,GBP,1894.18,101.12,358.61,0.00,2151.67,2026-09-03 18:27:01,2026-09-04 00:34:50
SRC_ORDER_B002_000003673,O000124492,C0029243,A00037423,A00037423,2026-09-03 22:02:00,STORE,COMPLETED,GBP,584.95,82.09,100.57,0.00,603.43,2026-09-03 22:02:00,2026-09-04 11:43:35
SRC_ORDER_B002_000003674,O000124493,C0006851,A00008848,A00008848,2026-09-02 04:25:05,STORE,COMPLETED,GBP,1238.46,134.58,220.77,0.00,1324.65,2026-09-02 04:25:05,2026-09-02 10:47:59
SRC_ORDER_B002_000003675,O000124494,C0012556,A00016103,A00016103,2026-09-03 21:23:51,STORE,COMPLETED,GBP,3758.76,288.41,694.06,0.00,4164.41,2026-09-03 21:23:51,2026-09-04 09:40:35
SRC_ORDER_B002_000003676,O000124495,C0031597,A00040452,A00040452,2026-09-01 11:08:29,STORE,COMPLETED,GBP,3839.64,206.25,726.67,0.00,4360.06,2026-09-01 11:08:29,2026-09-02 10:26:24
SRC_ORDER_B002_000003677,O000124496,C0041717,A00053384,A00053384,2026-09-03 18:31:45,STORE,COMPLETED,GBP,3526.60,362.83,632.75,0.00,3796.52,2026-09-03 18:31:45,2026-09-03 21:06:49
SRC_ORDER_B002_000003678,O000124497,C0026555,A00033944,A00033944,2026-09-01 08:44:48,STORE,COMPLETED,GBP,141.77,0.00,28.35,0.00,170.12,2026-09-01 08:44:48,2026-09-01 13:04:56
SRC_ORDER_B002_000003679,O000124498,C0046260,A00059202,A00059202,2026-09-03 19:03:11,STORE,COMPLETED,GBP,2148.56,90.22,411.67,0.00,2470.01,2026-09-03 19:03:11,2026-09-04 13:23:51
SRC_ORDER_B002_000003680,O000124499,C0045232,A00057913,A00057913,2026-09-03 09:22:42,STORE,COMPLETED,GBP,1390.41,185.95,240.89,0.00,1445.35,2026-09-03 09:22:42,2026-09-04 06:38:38
SRC_ORDER_B002_000003681,O000124500,C0030117,A00038542,A00038542,2026-09-01 11:59:19,ECOMMERCE,COMPLETED,GBP,676.70,0.00,135.34,0.00,812.04,2026-09-01 11:59:19,2026-09-02 11:17:55
SRC_ORDER_B002_000003682,O000124501,C0037138,A00047530,A00047530,2026-09-02 15:19:44,STORE,COMPLETED,GBP,4363.22,475.02,777.64,0.00,4665.84,2026-09-02 15:19:44,2026-09-03 09:47:24
SRC_ORDER_B002_000003683,O000124502,C0028455,A00036403,A00036403,2026-09-01 10:09:15,ECOMMERCE,COMPLETED,GBP,2597.01,0.00,519.41,0.00,3116.42,2026-09-01 10:09:15,2026-09-01 19:11:25
SRC_ORDER_B002_000003684,O000124503,C0051042,A00065333,A00065333,2026-09-02 06:33:14,ECOMMERCE,COMPLETED,GBP,360.98,0.00,72.20,0.00,433.18,2026-09-02 06:33:14,2026-09-02 17:07:47
SRC_ORDER_B002_000003685,O000124504,C0002523,A00003231,A00003231,2026-09-02 17:40:03,ECOMMERCE,COMPLETED,GBP,586.99,10.48,115.30,0.00,691.81,2026-09-02 17:40:03,2026-09-02 22:07:17
SRC_ORDER_B002_000003686,O000124505,C0000053,A00000069,A00000069,2026-09-02 20:27:15,ECOMMERCE,COMPLETED,GBP,327.54,0.00,65.51,0.00,393.05,2026-09-02 20:27:15,2026-09-03 08:05:32
SRC_ORDER_B002_000003687,O000124506,C0023768,A00030417,A00030417,2026-09-02 16:41:09,ECOMMERCE,COMPLETED,GBP,1652.10,0.00,330.42,0.00,1982.52,2026-09-02 16:41:09,2026-09-03 07:34:47
SRC_ORDER_B002_000003688,O000124507,C0047795,A00061207,A00061207,2026-09-01 09:42:18,STORE,COMPLETED,GBP,6175.68,157.94,1203.56,0.00,7221.30,2026-09-01 09:42:18,2026-09-02 02:47:16
SRC_ORDER_B002_000003689,O000124508,C0018437,A00023582,A00023582,2026-09-01 09:47:25,STORE,COMPLETED,GBP,2710.52,0.00,542.11,0.00,3252.63,2026-09-01 09:47:25,2026-09-01 17:53:07
SRC_ORDER_B002_000003690,O000124509,C0017569,A00022480,A00022480,2026-09-01 12:29:00,ECOMMERCE,COMPLETED,GBP,4762.90,404.48,871.69,0.00,5230.11,2026-09-01 12:29:00,2026-09-02 00:01:10
SRC_ORDER_B002_000003691,O000124510,C0018883,A00024161,A00024161,2026-09-03 22:20:32,MOBILE,COMPLETED,GBP,1862.33,0.00,372.47,0.00,2234.80,2026-09-03 22:20:32,2026-09-03 22:35:34
SRC_ORDER_B002_000003692,O000124511,C0023772,A00030422,A00030422,2026-09-02 19:30:26,STORE,COMPLETED,GBP,910.22,0.00,182.04,0.00,1092.26,2026-09-02 19:30:26,2026-09-03 11:59:13
SRC_ORDER_B002_000003693,O000124512,C0012087,A00015492,A00015492,2026-09-01 22:47:02,STORE,COMPLETED,GBP,2251.32,87.51,432.76,0.00,2596.57,2026-09-01 22:47:02,2026-09-02 20:43:16
SRC_ORDER_B002_000003694,O000124513,C0014096,A00018065,A00018066,2026-09-03 15:29:53,MOBILE,PENDING,GBP,3616.95,3.48,722.69,0.00,4336.16,2026-09-03 15:29:53,2026-09-03 16:41:54
SRC_ORDER_B002_000003695,O000124514,C0050091,A00064124,A00064124,2026-09-03 02:23:27,MOBILE,COMPLETED,GBP,230.32,0.00,46.06,0.00,276.38,2026-09-03 02:23:27,2026-09-03 04:25:36
SRC_ORDER_B002_000003696,O000124515,C0015436,A00019773,A00019773,2026-09-01 07:07:10,STORE,COMPLETED,GBP,735.43,73.54,132.37,0.00,794.26,2026-09-01 07:07:10,2026-09-02 02:06:00
SRC_ORDER_B002_000003697,O000124516,C0046563,A00059592,A00059592,2026-09-03 01:59:01,STORE,COMPLETED,GBP,2140.16,73.95,413.24,0.00,2479.45,2026-09-03 01:59:01,2026-09-03 02:12:37
SRC_ORDER_B002_000003698,O000124517,C0027754,A00035489,A00035489,2026-09-01 10:06:09,STORE,COMPLETED,GBP,1679.75,180.56,299.84,0.00,1799.03,2026-09-01 10:06:09,2026-09-02 05:17:30
SRC_ORDER_B002_000003699,O000124518,C0012388,A00015887,A00015887,2026-09-01 11:25:07,STORE,COMPLETED,GBP,2068.69,0.00,413.74,0.00,2482.43,2026-09-01 11:25:07,2026-09-01 21:52:33
SRC_ORDER_B002_000003700,O000124519,C0026982,A00034506,A00034506,2026-09-03 09:03:33,ECOMMERCE,PENDING,GBP,1670.03,0.00,334.01,0.00,2004.04,2026-09-03 09:03:33,2026-09-03 13:03:28
SRC_ORDER_B002_000003701,O000124520,C0011365,A00014576,A00014576,2026-09-02 08:21:14,STORE,COMPLETED,GBP,909.31,46.34,172.60,0.00,1035.57,2026-09-02 08:21:14,2026-09-02 08:24:36
SRC_ORDER_B002_000003702,O000124521,C0044568,A00057062,A00057063,2026-09-01 08:33:12,ECOMMERCE,COMPLETED,GBP,4189.10,497.27,738.36,0.00,4430.19,2026-09-01 08:33:12,2026-09-01 23:46:34
SRC_ORDER_B002_000003703,O000124522,C0019093,A00024434,A00024434,2026-09-01 15:21:15,STORE,COMPLETED,GBP,3511.22,0.00,702.25,0.00,4213.47,2026-09-01 15:21:15,2026-09-01 19:47:33
SRC_ORDER_B002_000003704,O000124523,C0022654,A00028993,A00028993,2026-09-02 09:31:53,ECOMMERCE,COMPLETED,GBP,1665.81,0.00,333.17,0.00,1998.98,2026-09-02 09:31:53,2026-09-02 18:18:28
SRC_ORDER_B002_000003705,O000124524,C0023621,A00030226,A00030226,2026-09-03 18:34:23,ECOMMERCE,COMPLETED,GBP,888.44,44.42,168.80,0.00,1012.82,2026-09-03 18:34:23,2026-09-04 15:39:05
SRC_ORDER_B002_000003706,O000124525,C0003631,A00004678,A00004678,2026-09-01 17:40:43,ECOMMERCE,COMPLETED,GBP,1747.75,0.00,349.55,0.00,2097.30,2026-09-01 17:40:43,2026-09-02 10:52:11
SRC_ORDER_B002_000003707,O000124526,C0050375,A00064485,A00064485,2026-09-02 04:15:57,ECOMMERCE,COMPLETED,GBP,4608.17,196.13,882.41,0.00,5294.45,2026-09-02 04:15:57,2026-09-02 07:22:54
SRC_ORDER_B002_000003708,O000124527,C0007875,A00010168,A00010168,2026-09-03 12:02:07,STORE,COMPLETED,GBP,2235.37,0.00,447.08,0.00,2682.45,2026-09-03 12:02:07,2026-09-04 01:23:40
SRC_ORDER_B002_000003709,O000124528,C0038367,A00049105,A00049105,2026-09-02 15:07:04,ECOMMERCE,COMPLETED,GBP,1748.56,74.34,334.84,0.00,2009.06,2026-09-02 15:07:04,2026-09-02 23:25:17
SRC_ORDER_B002_000003710,O000124529,C0007665,A00009904,A00009904,2026-09-02 13:53:31,ECOMMERCE,COMPLETED,GBP,2585.15,24.30,512.17,0.00,3073.02,2026-09-02 13:53:31,2026-09-03 09:27:42
SRC_ORDER_B002_000003711,O000124530,C0024748,A00031672,A00031672,2026-09-03 15:07:46,STORE,COMPLETED,GBP,256.78,0.00,51.36,0.00,308.14,2026-09-03 15:07:46,2026-09-04 11:43:05
SRC_ORDER_B002_000003712,O000124531,C0020633,A00026413,A00026413,2026-09-01 17:33:02,ECOMMERCE,COMPLETED,GBP,7094.83,160.63,1386.84,0.00,8321.04,2026-09-01 17:33:02,2026-09-01 22:10:18
SRC_ORDER_B002_000003713,O000124532,C0013159,A00016868,A00016868,2026-09-03 00:06:59,STORE,COMPLETED,GBP,4284.36,138.42,829.18,0.00,4975.12,2026-09-03 00:06:59,2026-09-03 18:50:06
SRC_ORDER_B002_000003714,O000124533,C0041146,A00052662,A00052662,2026-09-03 13:30:27,ECOMMERCE,COMPLETED,GBP,5021.02,482.77,907.66,0.00,5445.91,2026-09-03 13:30:27,2026-09-03 23:24:41
SRC_ORDER_B002_000003715,O000124534,C0004792,A00006174,A00006174,2026-09-03 16:14:42,ECOMMERCE,COMPLETED,GBP,897.08,33.34,172.74,0.00,1036.48,2026-09-03 16:14:42,2026-09-04 15:22:03
SRC_ORDER_B002_000003716,O000124535,C0012951,A00016610,A00016610,2026-09-03 08:32:20,ECOMMERCE,COMPLETED,GBP,781.30,4.53,155.35,0.00,932.12,2026-09-03 08:32:20,2026-09-03 19:51:16
SRC_ORDER_B002_000003717,O000124536,C0007864,A00010150,A00010150,2026-09-02 03:36:49,STORE,COMPLETED,GBP,1381.84,45.29,267.30,0.00,1603.85,2026-09-02 03:36:49,2026-09-02 07:02:06
SRC_ORDER_B002_000003718,O000124537,C0047441,A00060747,A00060747,2026-09-03 17:26:08,MOBILE,COMPLETED,GBP,1514.23,0.00,302.84,0.00,1817.07,2026-09-03 17:26:08,2026-09-04 03:38:20
SRC_ORDER_B002_000003719,O000124538,C0030545,A00039104,A00039104,2026-09-02 02:09:08,ECOMMERCE,COMPLETED,GBP,228.72,11.44,43.46,0.00,260.74,2026-09-02 02:09:08,2026-09-02 11:03:06
SRC_ORDER_B002_000003720,O000124539,C0048743,A00062412,A00062413,2026-09-03 01:09:56,ECOMMERCE,COMPLETED,GBP,225.29,0.00,45.06,0.00,270.35,2026-09-03 01:09:56,2026-09-03 09:43:30
SRC_ORDER_B002_000003721,O000124540,C0016788,A00021474,A00021474,2026-09-02 13:35:30,STORE,COMPLETED,GBP,1120.10,43.65,215.29,0.00,1291.74,2026-09-02 13:35:30,2026-09-03 10:38:57
SRC_ORDER_B002_000003722,O000124541,C0010485,A00013456,A00013456,2026-09-01 14:51:50,STORE,COMPLETED,GBP,693.51,15.37,135.63,0.00,813.77,2026-09-01 14:51:50,2026-09-02 01:37:33
SRC_ORDER_B002_000003723,O000124542,C0014421,A00018480,A00018480,2026-09-01 17:56:19,STORE,COMPLETED,GBP,1414.30,47.80,273.30,0.00,1639.80,2026-09-01 17:56:19,2026-09-02 09:58:56
SRC_ORDER_B002_000003724,O000124543,C0001887,A00002422,A00002422,2026-09-02 08:50:24,STORE,COMPLETED,GBP,2567.29,165.33,480.40,0.00,2882.36,2026-09-02 08:50:24,2026-09-02 09:24:34
SRC_ORDER_B002_000003725,O000124544,C0049483,A00063343,A00063343,2026-09-03 01:13:37,ECOMMERCE,COMPLETED,GBP,1204.78,4.38,240.08,0.00,1440.48,2026-09-03 01:13:37,2026-09-03 09:46:00
SRC_ORDER_B002_000003726,O000124545,C0050877,A00065128,A00065128,2026-09-03 04:27:58,STORE,COMPLETED,GBP,1317.48,19.84,259.54,0.00,1557.18,2026-09-03 04:27:58,2026-09-03 22:42:24
SRC_ORDER_B002_000003727,O000124546,C0032961,A00042203,A00042203,2026-09-03 17:06:33,ECOMMERCE,COMPLETED,GBP,1441.93,0.00,288.39,0.00,1730.32,2026-09-03 17:06:33,2026-09-04 07:45:54
SRC_ORDER_B002_000003728,O000124547,C0000909,A00001163,A00001163,2026-09-03 00:16:11,ECOMMERCE,COMPLETED,GBP,34.82,3.48,6.27,0.00,37.61,2026-09-03 00:16:11,2026-09-03 10:14:37
SRC_ORDER_B002_000003729,O000124548,C0003966,A00005105,A00005105,2026-09-02 11:46:53,STORE,COMPLETED,GBP,1712.69,110.04,320.52,0.00,1923.17,2026-09-02 11:46:53,2026-09-03 10:27:31
SRC_ORDER_B002_000003730,O000124549,C0030060,A00038472,A00038472,2026-09-02 08:35:30,ECOMMERCE,COMPLETED,GBP,2569.20,68.65,500.11,0.00,3000.66,2026-09-02 08:35:30,2026-09-03 05:08:23
SRC_ORDER_B002_000003731,O000124550,C0019640,A00025134,A00025134,2026-09-02 05:13:19,STORE,COMPLETED,GBP,3482.45,203.47,655.78,0.00,3934.76,2026-09-02 05:13:19,2026-09-02 09:44:32
SRC_ORDER_B002_000003732,O000124551,C0020151,A00025786,A00025786,2026-09-01 19:09:07,MOBILE,COMPLETED,GBP,914.77,65.22,169.91,0.00,1019.46,2026-09-01 19:09:07,2026-09-02 14:46:59
SRC_ORDER_B002_000003733,O000124552,C0021416,A00027403,A00027403,2026-09-03 21:18:53,STORE,COMPLETED,GBP,588.36,58.84,105.90,0.00,635.42,2026-09-03 21:18:53,2026-09-04 05:05:21
SRC_ORDER_B002_000003734,O000124553,C0018980,A00024287,A00024287,2026-09-03 07:32:42,STORE,COMPLETED,GBP,2075.94,73.70,400.44,0.00,2402.68,2026-09-03 07:32:42,2026-09-03 12:20:43
SRC_ORDER_B002_000003735,O000124554,C0048518,A00062135,A00062135,2026-09-03 06:15:19,STORE,COMPLETED,GBP,58.59,0.00,11.72,0.00,70.31,2026-09-03 06:15:19,2026-09-04 02:49:01
SRC_ORDER_B002_000003736,O000124555,C0006251,A00008067,A00008067,2026-09-01 13:18:10,STORE,COMPLETED,GBP,309.32,0.00,61.86,0.00,371.18,2026-09-01 13:18:10,2026-09-02 00:36:26
SRC_ORDER_B002_000003737,O000124556,C0015794,A00020226,A00020226,2026-09-02 18:57:49,MOBILE,COMPLETED,GBP,2664.80,112.13,510.55,0.00,3063.22,2026-09-02 18:57:49,2026-09-02 18:59:57
SRC_ORDER_B002_000003738,O000124557,C0003524,A00004538,A00004538,2026-09-02 10:13:58,ECOMMERCE,COMPLETED,GBP,4954.82,0.00,990.97,0.00,5945.79,2026-09-02 10:13:58,2026-09-03 02:51:10
SRC_ORDER_B002_000003739,O000124558,C0006168,A00007961,A00007961,2026-09-03 10:37:12,STORE,COMPLETED,GBP,3313.43,0.00,662.69,0.00,3976.12,2026-09-03 10:37:12,2026-09-04 05:18:42
SRC_ORDER_B002_000003740,O000124559,C0042069,A00053838,A00053838,2026-09-02 20:11:00,ECOMMERCE,COMPLETED,GBP,1116.61,113.37,200.65,0.00,1203.89,2026-09-02 20:11:00,2026-09-03 07:24:05
SRC_ORDER_B002_000003741,O000124560,C0049948,A00063939,A00063939,2026-09-02 12:07:17,MOBILE,COMPLETED,GBP,3033.21,317.43,543.15,0.00,3258.93,2026-09-02 12:07:17,2026-09-03 07:25:48
SRC_ORDER_B002_000003742,O000124561,C0038817,A00049683,A00049683,2026-09-02 18:53:39,MOBILE,COMPLETED,GBP,629.25,125.85,100.68,0.00,604.08,2026-09-02 18:53:39,2026-09-03 13:42:11
SRC_ORDER_B002_000003743,O000124562,C0018644,A00023845,A00023845,2026-09-01 23:11:36,STORE,COMPLETED,GBP,3226.42,126.46,619.99,0.00,3719.95,2026-09-01 23:11:36,2026-09-02 03:18:59
SRC_ORDER_B002_000003744,O000124563,C0044547,A00057030,A00057030,2026-09-03 06:25:16,ECOMMERCE,COMPLETED,GBP,4908.53,308.13,920.08,0.00,5520.48,2026-09-03 06:25:16,2026-09-03 21:21:00
SRC_ORDER_B002_000003745,O000124564,C0023140,A00029615,A00029615,2026-09-03 05:10:04,STORE,COMPLETED,GBP,1269.37,10.89,251.69,0.00,1510.17,2026-09-03 05:10:04,2026-09-03 07:40:42
SRC_ORDER_B002_000003746,O000124565,C0030554,A00039113,A00039113,2026-09-03 00:37:27,STORE,COMPLETED,GBP,3319.97,91.12,645.77,0.00,3874.62,2026-09-03 00:37:27,2026-09-03 23:42:07
SRC_ORDER_B002_000003747,O000124566,C0019902,A00025471,A00025471,2026-09-01 14:35:43,ECOMMERCE,COMPLETED,GBP,1532.40,5.59,305.36,0.00,1832.17,2026-09-01 14:35:43,2026-09-01 23:19:30
SRC_ORDER_B002_000003748,O000124567,C0038188,A00048867,A00048867,2026-09-02 08:37:07,STORE,COMPLETED,GBP,52.23,7.83,8.88,0.00,53.28,2026-09-02 08:37:07,2026-09-03 03:34:36
