source_record_id,order_item_id,order_id,product_id,quantity,unit_price,discount_amount,tax_amount,line_total_amount,created_at,updated_at
SRC_ORDER_ITEM_B002_000011859,OI0000383689,O000124678,P000230,1,681.89,0.00,136.38,818.27,2026-09-02 14:32:29,2026-09-02 14:32:29
SRC_ORDER_ITEM_B002_000011860,OI0000383690,O000124678,P000164,4,886.64,0.00,709.31,4255.87,2026-09-02 14:32:29,2026-09-02 14:32:29
SRC_ORDER_ITEM_B002_000011861,OI0000383691,O000124678,P000113,1,203.34,0.00,40.67,244.01,2026-09-02 14:32:29,2026-09-02 14:32:29
SRC_ORDER_ITEM_B002_000011862,OI0000383692,O000124679,P000483,1,666.72,66.67,120.01,720.06,2026-09-03 21:14:15,2026-09-03 21:14:15
SRC_ORDER_ITEM_B002_000011863,OI0000383693,O000124679,P000280,1,733.25,0.00,146.65,879.90,2026-09-03 21:14:15,2026-09-03 21:14:15
SRC_ORDER_ITEM_B002_000011864,OI0000383694,O000124679,P000151,1,13.52,0.68,2.57,15.41,2026-09-03 21:14:15,2026-09-03 21:14:15
SRC_ORDER_ITEM_B002_000011865,OI0000383695,O000124679,P000009,3,732.21,439.33,351.46,2108.76,2026-09-03 21:14:15,2026-09-03 21:14:15
SRC_ORDER_ITEM_B002_000011866,OI0000383696,O000124679,P000006,1,782.16,39.11,148.61,891.66,2026-09-03 21:14:15,2026-09-03 21:14:15
SRC_ORDER_ITEM_B002_000011867,OI0000383697,O000124680,P000140,1,86.44,0.00,17.29,103.73,2026-09-01 16:06:28,2026-09-01 16:06:28
SRC_ORDER_ITEM_B002_000011868,OI0000383698,O000124681,P000360,2,653.43,65.34,248.30,1489.82,2026-09-02 05:33:55,2026-09-02 05:33:55
SRC_ORDER_ITEM_B002_000011869,OI0000383699,O000124681,P000541,1,943.05,47.15,179.18,1075.08,2026-09-02 05:33:55,2026-09-02 05:33:55
SRC_ORDER_ITEM_B002_000011870,OI0000383700,O000124681,P000535,2,672.03,0.00,268.81,1612.87,2026-09-02 05:33:55,2026-09-02 05:33:55
SRC_ORDER_ITEM_B002_000011871,OI0000383701,O000124682,P000078,3,501.21,0.00,300.73,1804.36,2026-09-03 15:45:44,2026-09-03 15:45:44
SRC_ORDER_ITEM_B002_000011872,OI0000383702,O000124683,P000334,2,186.53,37.31,67.15,402.90,2026-09-03 13:44:32,2026-09-03 13:44:32
SRC_ORDER_ITEM_B002_000011873,OI0000383703,O000124683,P000340,1,920.65,184.13,147.30,883.82,2026-09-03 13:44:32,2026-09-03 13:44:32
SRC_ORDER_ITEM_B002_000011874,OI0000383704,O000124684,P000436,1,44.40,0.00,8.88,53.28,2026-09-03 10:52:40,2026-09-03 10:52:40
SRC_ORDER_ITEM_B002_000011875,OI0000383705,O000124684,P000030,3,676.61,0.00,405.97,2435.80,2026-09-03 10:52:40,2026-09-03 10:52:40
SRC_ORDER_ITEM_B002_000011876,OI0000383706,O000124684,P000045,1,891.82,0.00,178.36,1070.18,2026-09-03 10:52:40,2026-09-03 10:52:40
SRC_ORDER_ITEM_B002_000011877,OI0000383707,O000124685,P000304,1,486.49,0.00,97.30,583.79,2026-09-02 17:23:19,2026-09-02 17:23:19
SRC_ORDER_ITEM_B002_000011878,OI0000383708,O000124686,P000213,2,897.53,269.26,305.16,1830.96,2026-09-02 06:21:39,2026-09-02 06:21:39
SRC_ORDER_ITEM_B002_000011879,OI0000383709,O000124686,P000510,2,850.18,170.04,306.06,1836.38,2026-09-02 06:21:39,2026-09-02 06:21:39
SRC_ORDER_ITEM_B002_000011880,OI0000383710,O000124687,P000090,1,504.33,0.00,100.87,605.20,2026-09-03 14:44:32,2026-09-03 14:44:32
SRC_ORDER_ITEM_B002_000011881,OI0000383711,O000124687,P000366,1,820.44,82.04,147.68,886.08,2026-09-03 14:44:32,2026-09-03 14:44:32
SRC_ORDER_ITEM_B002_000011882,OI0000383712,O000124687,P000002,1,446.36,0.00,89.27,535.63,2026-09-03 14:44:32,2026-09-03 14:44:32
SRC_ORDER_ITEM_B002_000011883,OI0000383713,O000124687,P000347,4,378.30,75.66,287.51,1725.05,2026-09-03 14:44:32,2026-09-03 14:44:32
SRC_ORDER_ITEM_B002_000011884,OI0000383714,O000124688,P000367,1,258.90,0.00,51.78,310.68,2026-09-02 01:35:35,2026-09-02 01:35:35
SRC_ORDER_ITEM_B002_000011885,OI0000383715,O000124688,P000021,1,190.82,0.00,38.16,228.98,2026-09-02 01:35:35,2026-09-02 01:35:35
SRC_ORDER_ITEM_B002_000011886,OI0000383716,O000124688,P000207,1,415.65,62.35,70.66,423.96,2026-09-02 01:35:35,2026-09-02 01:35:35
SRC_ORDER_ITEM_B002_000011887,OI0000383717,O000124689,P000105,2,84.84,0.00,33.94,203.62,2026-09-01 18:52:44,2026-09-01 18:52:44
SRC_ORDER_ITEM_B002_000011888,OI0000383718,O000124689,P000313,2,18.35,5.50,6.24,37.44,2026-09-01 18:52:44,2026-09-01 18:52:44
SRC_ORDER_ITEM_B002_000011889,OI0000383719,O000124690,P000265,1,372.19,0.00,74.44,446.63,2026-09-01 10:45:35,2026-09-01 10:45:35
SRC_ORDER_ITEM_B002_000011890,OI0000383720,O000124690,P000238,1,633.94,0.00,126.79,760.73,2026-09-01 10:45:35,2026-09-01 10:45:35
SRC_ORDER_ITEM_B002_000011891,OI0000383721,O000124691,P000366,1,820.44,0.00,164.09,984.53,2026-09-03 19:09:04,2026-09-03 19:09:04
SRC_ORDER_ITEM_B002_000011892,OI0000383722,O000124691,P000360,2,653.43,0.00,261.37,1568.23,2026-09-03 19:09:04,2026-09-03 19:09:04
SRC_ORDER_ITEM_B002_000011893,OI0000383723,O000124691,P000143,1,923.51,184.70,147.76,886.57,2026-09-03 19:09:04,2026-09-03 19:09:04
SRC_ORDER_ITEM_B002_000011894,OI0000383724,O000124691,P000046,1,386.38,38.64,69.55,417.29,2026-09-03 19:09:04,2026-09-03 19:09:04
SRC_ORDER_ITEM_B002_000011895,OI0000383725,O000124691,P000143,1,923.51,0.00,184.70,1108.21,2026-09-03 19:09:04,2026-09-03 19:09:04
SRC_ORDER_ITEM_B002_000011896,OI0000383726,O000124692,P000097,2,464.92,139.48,158.07,948.43,2026-09-01 08:50:13,2026-09-01 08:50:13
SRC_ORDER_ITEM_B002_000011897,OI0000383727,O000124692,P000195,1,656.01,65.60,118.08,708.49,2026-09-01 08:50:13,2026-09-01 08:50:13
SRC_ORDER_ITEM_B002_000011898,OI0000383728,O000124692,P000124,3,588.36,0.00,353.02,2118.10,2026-09-01 08:50:13,2026-09-01 08:50:13
SRC_ORDER_ITEM_B002_000011899,OI0000383729,O000124693,P000536,1,916.67,137.50,155.83,935.00,2026-09-02 06:11:12,2026-09-02 06:11:12
SRC_ORDER_ITEM_B002_000011900,OI0000383730,O000124694,P000323,1,677.54,67.75,121.96,731.75,2026-09-03 18:34:43,2026-09-03 18:34:43
SRC_ORDER_ITEM_B002_000011901,OI0000383731,O000124694,P000206,1,743.22,0.00,148.64,891.86,2026-09-03 18:34:43,2026-09-03 18:34:43
SRC_ORDER_ITEM_B002_000011902,OI0000383732,O000124694,P000319,1,15.23,1.52,2.74,16.45,2026-09-03 18:34:43,2026-09-03 18:34:43
SRC_ORDER_ITEM_B002_000011903,OI0000383733,O000124695,P000289,1,688.94,34.45,130.90,785.39,2026-09-03 04:45:18,2026-09-03 04:45:18
SRC_ORDER_ITEM_B002_000011904,OI0000383734,O000124695,P000471,1,708.48,35.42,134.61,807.67,2026-09-03 04:45:18,2026-09-03 04:45:18
SRC_ORDER_ITEM_B002_000011905,OI0000383735,O000124696,P000519,1,227.09,0.00,45.42,272.51,2026-09-01 10:04:00,2026-09-01 10:04:00
SRC_ORDER_ITEM_B002_000011906,OI0000383736,O000124697,P000141,1,288.97,0.00,57.79,346.76,2026-09-01 07:33:50,2026-09-01 07:33:50
SRC_ORDER_ITEM_B002_000011907,OI0000383737,O000124697,P000513,4,792.46,0.00,633.97,3803.81,2026-09-01 07:33:50,2026-09-01 07:33:50
SRC_ORDER_ITEM_B002_000011908,OI0000383738,O000124697,P000093,3,747.56,112.13,426.11,2556.66,2026-09-01 07:33:50,2026-09-01 07:33:50
SRC_ORDER_ITEM_B002_000011909,OI0000383739,O000124697,P000410,3,587.90,176.37,317.47,1904.80,2026-09-01 07:33:50,2026-09-01 07:33:50
SRC_ORDER_ITEM_B002_000011910,OI0000383740,O000124698,P000037,1,859.42,0.00,171.88,1031.30,2026-09-01 10:09:18,2026-09-01 10:09:18
SRC_ORDER_ITEM_B002_000011911,OI0000383741,O000124698,P000228,1,735.82,0.00,147.16,882.98,2026-09-01 10:09:18,2026-09-01 10:09:18
SRC_ORDER_ITEM_B002_000011912,OI0000383742,O000124698,P000550,2,917.96,0.00,367.18,2203.10,2026-09-01 10:09:18,2026-09-01 10:09:18
SRC_ORDER_ITEM_B002_000011913,OI0000383743,O000124698,P000539,1,796.82,39.84,151.40,908.38,2026-09-01 10:09:18,2026-09-01 10:09:18
SRC_ORDER_ITEM_B002_000011914,OI0000383744,O000124698,P000371,1,522.32,0.00,104.46,626.78,2026-09-01 10:09:18,2026-09-01 10:09:18
SRC_ORDER_ITEM_B002_000011915,OI0000383745,O000124699,P000374,1,919.88,0.00,183.98,1103.86,2026-09-03 02:24:43,2026-09-03 02:24:43
SRC_ORDER_ITEM_B002_000011916,OI0000383746,O000124699,P000003,1,414.64,20.73,78.78,472.69,2026-09-03 02:24:43,2026-09-03 02:24:43
SRC_ORDER_ITEM_B002_000011917,OI0000383747,O000124699,P000230,1,681.89,0.00,136.38,818.27,2026-09-03 02:24:43,2026-09-03 02:24:43
SRC_ORDER_ITEM_B002_000011918,OI0000383748,O000124699,P000486,1,221.88,0.00,44.38,266.26,2026-09-03 02:24:43,2026-09-03 02:24:43
SRC_ORDER_ITEM_B002_000011919,OI0000383749,O000124700,P000452,1,484.50,48.45,87.21,523.26,2026-09-01 19:42:51,2026-09-01 19:42:51
SRC_ORDER_ITEM_B002_000011920,OI0000383750,O000124701,P000402,2,876.58,175.32,315.57,1893.41,2026-09-01 10:01:50,2026-09-01 10:01:50
SRC_ORDER_ITEM_B002_000011921,OI0000383751,O000124701,P000317,2,979.74,293.92,333.11,1998.67,2026-09-01 10:01:50,2026-09-01 10:01:50
SRC_ORDER_ITEM_B002_000011922,OI0000383752,O000124702,P000525,1,170.63,17.06,30.71,184.28,2026-09-01 20:06:41,2026-09-01 20:06:41
SRC_ORDER_ITEM_B002_000011923,OI0000383753,O000124702,P000456,1,530.09,0.00,106.02,636.11,2026-09-01 20:06:41,2026-09-01 20:06:41
SRC_ORDER_ITEM_B002_000011924,OI0000383754,O000124702,P000324,1,491.26,0.00,98.25,589.51,2026-09-01 20:06:41,2026-09-01 20:06:41
SRC_ORDER_ITEM_B002_000011925,OI0000383755,O000124703,P000207,2,415.65,83.13,149.63,897.80,2026-09-02 08:08:52,2026-09-02 08:08:52
SRC_ORDER_ITEM_B002_000011926,OI0000383756,O000124703,P000282,2,889.74,177.95,320.31,1921.84,2026-09-02 08:08:52,2026-09-02 08:08:52
SRC_ORDER_ITEM_B002_000011927,OI0000383757,O000124704,P000215,2,87.99,0.00,35.20,211.18,2026-09-03 11:14:01,2026-09-03 11:14:01
SRC_ORDER_ITEM_B002_000011928,OI0000383758,O000124705,P000526,1,520.08,0.00,104.02,624.10,2026-09-03 04:06:08,2026-09-03 04:06:08
SRC_ORDER_ITEM_B002_000011929,OI0000383759,O000124705,P000303,1,563.05,56.30,101.35,608.10,2026-09-03 04:06:08,2026-09-03 04:06:08
SRC_ORDER_ITEM_B002_000011930,OI0000383760,O000124705,P000042,1,480.81,24.04,91.35,548.12,2026-09-03 04:06:08,2026-09-03 04:06:08
SRC_ORDER_ITEM_B002_000011931,OI0000383761,O000124706,P000418,2,888.05,0.00,355.22,2131.32,2026-09-03 20:57:42,2026-09-03 20:57:42
SRC_ORDER_ITEM_B002_000011932,OI0000383762,O000124706,P000550,3,917.96,550.78,440.62,2643.72,2026-09-03 20:57:42,2026-09-03 20:57:42
SRC_ORDER_ITEM_B002_000011933,OI0000383763,O000124707,P000011,1,583.37,58.34,105.01,630.04,2026-09-03 08:00:45,2026-09-03 08:00:45
SRC_ORDER_ITEM_B002_000011934,OI0000383764,O000124707,P000014,1,832.99,0.00,166.60,999.59,2026-09-03 08:00:45,2026-09-03 08:00:45
SRC_ORDER_ITEM_B002_000011935,OI0000383765,O000124707,P000373,2,727.36,0.00,290.94,1745.66,2026-09-03 08:00:45,2026-09-03 08:00:45
SRC_ORDER_ITEM_B002_000011936,OI0000383766,O000124708,P000478,1,377.79,0.00,75.56,453.35,2026-09-02 15:12:48,2026-09-02 15:12:48
SRC_ORDER_ITEM_B002_000011937,OI0000383767,O000124709,P000285,1,707.93,0.00,141.59,849.52,2026-09-02 16:43:25,2026-09-02 16:43:25
SRC_ORDER_ITEM_B002_000011938,OI0000383768,O000124709,P000146,1,62.49,0.00,12.50,74.99,2026-09-02 16:43:25,2026-09-02 16:43:25
SRC_ORDER_ITEM_B002_000011939,OI0000383769,O000124709,P000175,1,886.96,88.70,159.65,957.91,2026-09-02 16:43:25,2026-09-02 16:43:25
SRC_ORDER_ITEM_B002_000011940,OI0000383770,O000124710,P000544,1,962.66,96.27,173.28,1039.67,2026-09-02 23:05:30,2026-09-02 23:05:30
SRC_ORDER_ITEM_B002_000011941,OI0000383771,O000124710,P000024,1,870.31,0.00,174.06,1044.37,2026-09-02 23:05:30,2026-09-02 23:05:30
SRC_ORDER_ITEM_B002_000011942,OI0000383772,O000124710,P000096,2,142.27,0.00,56.91,341.45,2026-09-02 23:05:30,2026-09-02 23:05:30
SRC_ORDER_ITEM_B002_000011943,OI0000383773,O000124710,P000149,1,156.19,0.00,31.24,187.43,2026-09-02 23:05:30,2026-09-02 23:05:30
SRC_ORDER_ITEM_B002_000011944,OI0000383774,O000124711,P000323,2,677.54,0.00,271.02,1626.10,2026-09-03 05:39:10,2026-09-03 05:39:10
SRC_ORDER_ITEM_B002_000011945,OI0000383775,O000124711,P000086,1,737.06,36.85,140.04,840.25,2026-09-03 05:39:10,2026-09-03 05:39:10
SRC_ORDER_ITEM_B002_000011946,OI0000383776,O000124711,P000222,2,629.25,0.00,251.70,1510.20,2026-09-03 05:39:10,2026-09-03 05:39:10
SRC_ORDER_ITEM_B002_000011947,OI0000383777,O000124712,P000305,2,729.91,0.00,291.96,1751.78,2026-09-03 22:36:35,2026-09-03 22:36:35
SRC_ORDER_ITEM_B002_000011948,OI0000383778,O000124712,P000024,1,870.31,0.00,174.06,1044.37,2026-09-03 22:36:35,2026-09-03 22:36:35
SRC_ORDER_ITEM_B002_000011949,OI0000383779,O000124713,P000124,2,588.36,0.00,235.34,1412.06,2026-09-03 08:28:11,2026-09-03 08:28:11
SRC_ORDER_ITEM_B002_000011950,OI0000383780,O000124714,P000496,3,846.80,381.06,431.87,2591.21,2026-09-01 16:40:26,2026-09-01 16:40:26
SRC_ORDER_ITEM_B002_000011951,OI0000383781,O000124714,P000069,2,190.81,38.16,68.69,412.15,2026-09-01 16:40:26,2026-09-01 16:40:26
SRC_ORDER_ITEM_B002_000011952,OI0000383782,O000124714,P000499,2,615.82,0.00,246.33,1477.97,2026-09-01 16:40:26,2026-09-01 16:40:26
SRC_ORDER_ITEM_B002_000011953,OI0000383783,O000124714,P000459,1,737.32,0.00,147.46,884.78,2026-09-01 16:40:26,2026-09-01 16:40:26
SRC_ORDER_ITEM_B002_000011954,OI0000383784,O000124714,P000090,1,504.33,50.43,90.78,544.68,2026-09-01 16:40:26,2026-09-01 16:40:26
SRC_ORDER_ITEM_B002_000011955,OI0000383785,O000124715,P000157,3,141.51,0.00,84.91,509.44,2026-09-03 21:35:42,2026-09-03 21:35:42
SRC_ORDER_ITEM_B002_000011956,OI0000383786,O000124715,P000281,1,402.21,20.11,76.42,458.52,2026-09-03 21:35:42,2026-09-03 21:35:42
SRC_ORDER_ITEM_B002_000011957,OI0000383787,O000124715,P000372,2,877.54,87.75,333.47,2000.80,2026-09-03 21:35:42,2026-09-03 21:35:42
SRC_ORDER_ITEM_B002_000011958,OI0000383788,O000124716,P000056,2,345.98,0.00,138.39,830.35,2026-09-03 14:46:49,2026-09-03 14:46:49
SRC_ORDER_ITEM_B002_000011959,OI0000383789,O000124717,P000091,1,548.78,54.88,98.78,592.68,2026-09-03 09:35:10,2026-09-03 09:35:10
SRC_ORDER_ITEM_B002_000011960,OI0000383790,O000124717,P000400,2,228.65,22.86,86.89,521.33,2026-09-03 09:35:10,2026-09-03 09:35:10
SRC_ORDER_ITEM_B002_000011961,OI0000383791,O000124717,P000306,1,869.70,43.48,165.24,991.46,2026-09-03 09:35:10,2026-09-03 09:35:10
SRC_ORDER_ITEM_B002_000011962,OI0000383792,O000124717,P000393,1,4.80,0.00,0.96,5.76,2026-09-03 09:35:10,2026-09-03 09:35:10
SRC_ORDER_ITEM_B002_000011963,OI0000383793,O000124717,P000482,1,207.34,41.47,33.17,199.04,2026-09-03 09:35:10,2026-09-03 09:35:10
SRC_ORDER_ITEM_B002_000011964,OI0000383794,O000124718,P000473,2,334.95,33.50,127.28,763.68,2026-09-01 23:47:13,2026-09-01 23:47:13
SRC_ORDER_ITEM_B002_000011965,OI0000383795,O000124718,P000325,2,663.81,0.00,265.52,1593.14,2026-09-01 23:47:13,2026-09-01 23:47:13
SRC_ORDER_ITEM_B002_000011966,OI0000383796,O000124718,P000381,1,463.62,46.36,83.45,500.71,2026-09-01 23:47:13,2026-09-01 23:47:13
SRC_ORDER_ITEM_B002_000011967,OI0000383797,O000124718,P000277,3,1099.18,164.88,626.53,3759.19,2026-09-01 23:47:13,2026-09-01 23:47:13
SRC_ORDER_ITEM_B002_000011968,OI0000383798,O000124719,P000130,1,116.20,0.00,23.24,139.44,2026-09-02 04:15:00,2026-09-02 04:15:00
SRC_ORDER_ITEM_B002_000011969,OI0000383799,O000124719,P000534,2,308.91,0.00,123.56,741.38,2026-09-02 04:15:00,2026-09-02 04:15:00
SRC_ORDER_ITEM_B002_000011970,OI0000383800,O000124719,P000420,1,986.94,0.00,197.39,1184.33,2026-09-02 04:15:00,2026-09-02 04:15:00
SRC_ORDER_ITEM_B002_000011971,OI0000383801,O000124719,P000217,1,540.16,0.00,108.03,648.19,2026-09-02 04:15:00,2026-09-02 04:15:00
SRC_ORDER_ITEM_B002_000011972,OI0000383802,O000124720,P000446,3,69.54,0.00,41.72,250.34,2026-09-03 04:13:10,2026-09-03 04:13:10
SRC_ORDER_ITEM_B002_000011973,OI0000383803,O000124720,P000246,2,34.82,6.96,12.54,75.22,2026-09-03 04:13:10,2026-09-03 04:13:10
SRC_ORDER_ITEM_B002_000011974,OI0000383804,O000124720,P000403,1,763.31,0.00,152.66,915.97,2026-09-03 04:13:10,2026-09-03 04:13:10
SRC_ORDER_ITEM_B002_000011975,OI0000383805,O000124720,P000521,2,163.84,32.77,58.98,353.89,2026-09-03 04:13:10,2026-09-03 04:13:10
SRC_ORDER_ITEM_B002_000011976,OI0000383806,O000124721,P000380,2,750.19,75.02,285.07,1710.43,2026-09-01 16:05:59,2026-09-01 16:05:59
SRC_ORDER_ITEM_B002_000011977,OI0000383807,O000124721,P000353,1,765.22,0.00,153.04,918.26,2026-09-01 16:05:59,2026-09-01 16:05:59
SRC_ORDER_ITEM_B002_000011978,OI0000383808,O000124721,P000342,2,396.23,79.25,142.64,855.85,2026-09-01 16:05:59,2026-09-01 16:05:59
SRC_ORDER_ITEM_B002_000011979,OI0000383809,O000124722,P000086,2,737.06,0.00,294.82,1768.94,2026-09-01 10:34:50,2026-09-01 10:34:50
SRC_ORDER_ITEM_B002_000011980,OI0000383810,O000124722,P000411,1,571.96,0.00,114.39,686.35,2026-09-01 10:34:50,2026-09-01 10:34:50
SRC_ORDER_ITEM_B002_000011981,OI0000383811,O000124722,P000361,1,484.97,0.00,96.99,581.96,2026-09-01 10:34:50,2026-09-01 10:34:50
SRC_ORDER_ITEM_B002_000011982,OI0000383812,O000124723,P000134,1,628.52,0.00,125.70,754.22,2026-09-02 13:49:55,2026-09-02 13:49:55
SRC_ORDER_ITEM_B002_000011983,OI0000383813,O000124723,P000208,2,858.77,0.00,343.51,2061.05,2026-09-02 13:49:55,2026-09-02 13:49:55
SRC_ORDER_ITEM_B002_000011984,OI0000383814,O000124723,P000013,2,982.85,294.86,334.17,2005.01,2026-09-02 13:49:55,2026-09-02 13:49:55
SRC_ORDER_ITEM_B002_000011985,OI0000383815,O000124723,P000206,2,743.22,74.32,282.42,1694.54,2026-09-02 13:49:55,2026-09-02 13:49:55
SRC_ORDER_ITEM_B002_000011986,OI0000383816,O000124724,P000362,1,163.77,0.00,32.75,196.52,2026-09-03 09:21:28,2026-09-03 09:21:28
SRC_ORDER_ITEM_B002_000011987,OI0000383817,O000124724,P000208,3,858.77,128.82,489.50,2936.99,2026-09-03 09:21:28,2026-09-03 09:21:28
SRC_ORDER_ITEM_B002_000011988,OI0000383818,O000124724,P000255,1,687.00,0.00,137.40,824.40,2026-09-03 09:21:28,2026-09-03 09:21:28
SRC_ORDER_ITEM_B002_000011989,OI0000383819,O000124724,P000327,1,334.51,0.00,66.90,401.41,2026-09-03 09:21:28,2026-09-03 09:21:28
SRC_ORDER_ITEM_B002_000011990,OI0000383820,O000124724,P000396,1,334.12,0.00,66.82,400.94,2026-09-03 09:21:28,2026-09-03 09:21:28
SRC_ORDER_ITEM_B002_000011991,OI0000383821,O000124724,P000149,1,156.19,0.00,31.24,187.43,2026-09-03 09:21:28,2026-09-03 09:21:28
SRC_ORDER_ITEM_B002_000011992,OI0000383822,O000124725,P000229,2,224.39,22.44,85.27,511.61,2026-09-02 08:40:46,2026-09-02 08:40:46
SRC_ORDER_ITEM_B002_000011993,OI0000383823,O000124725,P000226,1,666.76,0.00,133.35,800.11,2026-09-02 08:40:46,2026-09-02 08:40:46
SRC_ORDER_ITEM_B002_000011994,OI0000383824,O000124726,P000476,2,391.21,78.24,140.84,845.02,2026-09-03 17:45:06,2026-09-03 17:45:06
SRC_ORDER_ITEM_B002_000011995,OI0000383825,O000124726,P000349,2,330.50,33.05,125.59,753.54,2026-09-03 17:45:06,2026-09-03 17:45:06
SRC_ORDER_ITEM_B002_000011996,OI0000383826,O000124727,P000370,1,451.19,0.00,90.24,541.43,2026-09-02 16:48:23,2026-09-02 16:48:23
SRC_ORDER_ITEM_B002_000011997,OI0000383827,O000124727,P000263,4,629.08,125.82,478.10,2868.60,2026-09-02 16:48:23,2026-09-02 16:48:23
SRC_ORDER_ITEM_B002_000011998,OI0000383828,O000124727,P000498,3,759.67,0.00,455.80,2734.81,2026-09-02 16:48:23,2026-09-02 16:48:23
SRC_ORDER_ITEM_B002_000011999,OI0000383829,O000124728,P000424,1,793.65,119.05,134.92,809.52,2026-09-03 20:06:43,2026-09-03 20:06:43
SRC_ORDER_ITEM_B002_000012000,OI0000383830,O000124728,P000360,2,653.43,0.00,261.37,1568.23,2026-09-03 20:06:43,2026-09-03 20:06:43
SRC_ORDER_ITEM_B002_000012001,OI0000383831,O000124728,P000501,1,116.91,11.69,21.04,126.26,2026-09-03 20:06:43,2026-09-03 20:06:43
SRC_ORDER_ITEM_B002_000012002,OI0000383832,O000124729,P000288,2,487.83,0.00,195.13,1170.79,2026-09-03 00:42:36,2026-09-03 00:42:36
SRC_ORDER_ITEM_B002_000012003,OI0000383833,O000124729,P000382,1,912.69,0.00,182.54,1095.23,2026-09-03 00:42:36,2026-09-03 00:42:36
SRC_ORDER_ITEM_B002_000012004,OI0000383834,O000124729,P000141,1,288.97,28.90,52.01,312.08,2026-09-03 00:42:36,2026-09-03 00:42:36
SRC_ORDER_ITEM_B002_000012005,OI0000383835,O000124729,P000088,1,436.59,0.00,87.32,523.91,2026-09-03 00:42:36,2026-09-03 00:42:36
SRC_ORDER_ITEM_B002_000012006,OI0000383836,O000124729,P000033,3,793.69,0.00,476.21,2857.28,2026-09-03 00:42:36,2026-09-03 00:42:36
SRC_ORDER_ITEM_B002_000012007,OI0000383837,O000124730,P000278,2,108.93,0.00,43.57,261.43,2026-09-02 06:45:15,2026-09-02 06:45:15
SRC_ORDER_ITEM_B002_000012008,OI0000383838,O000124730,P000462,1,938.44,0.00,187.69,1126.13,2026-09-02 06:45:15,2026-09-02 06:45:15
SRC_ORDER_ITEM_B002_000012009,OI0000383839,O000124731,P000368,1,521.61,26.08,99.11,594.64,2026-09-03 16:56:12,2026-09-03 16:56:12
SRC_ORDER_ITEM_B002_000012010,OI0000383840,O000124731,P000420,2,986.94,394.78,315.82,1894.92,2026-09-03 16:56:12,2026-09-03 16:56:12
SRC_ORDER_ITEM_B002_000012011,OI0000383841,O000124731,P000468,4,731.37,438.82,497.33,2983.99,2026-09-03 16:56:12,2026-09-03 16:56:12
SRC_ORDER_ITEM_B002_000012012,OI0000383842,O000124732,P000026,1,970.54,145.58,164.99,989.95,2026-09-03 09:34:52,2026-09-03 09:34:52
SRC_ORDER_ITEM_B002_000012013,OI0000383843,O000124732,P000358,2,19.82,0.00,7.93,47.57,2026-09-03 09:34:52,2026-09-03 09:34:52
SRC_ORDER_ITEM_B002_000012014,OI0000383844,O000124733,P000463,1,604.47,0.00,120.89,725.36,2026-09-03 07:41:16,2026-09-03 07:41:16
SRC_ORDER_ITEM_B002_000012015,OI0000383845,O000124734,P000042,1,480.81,72.12,81.74,490.43,2026-09-03 17:15:08,2026-09-03 17:15:08
SRC_ORDER_ITEM_B002_000012016,OI0000383846,O000124734,P000156,1,660.91,99.14,112.35,674.12,2026-09-03 17:15:08,2026-09-03 17:15:08
SRC_ORDER_ITEM_B002_000012017,OI0000383847,O000124734,P000251,1,574.36,28.72,109.13,654.77,2026-09-03 17:15:08,2026-09-03 17:15:08
SRC_ORDER_ITEM_B002_000012018,OI0000383848,O000124734,P000344,1,303.73,0.00,60.75,364.48,2026-09-03 17:15:08,2026-09-03 17:15:08
SRC_ORDER_ITEM_B002_000012019,OI0000383849,O000124735,P000422,1,94.28,0.00,18.86,113.14,2026-09-03 15:15:32,2026-09-03 15:15:32
SRC_ORDER_ITEM_B002_000012020,OI0000383850,O000124735,P000317,2,979.74,0.00,391.90,2351.38,2026-09-03 15:15:32,2026-09-03 15:15:32
SRC_ORDER_ITEM_B002_000012021,OI0000383851,O000124735,P000336,3,178.28,0.00,106.97,641.81,2026-09-03 15:15:32,2026-09-03 15:15:32
SRC_ORDER_ITEM_B002_000012022,OI0000383852,O000124735,P000296,1,368.65,0.00,73.73,442.38,2026-09-03 15:15:32,2026-09-03 15:15:32
SRC_ORDER_ITEM_B002_000012023,OI0000383853,O000124735,P000548,1,466.25,46.62,83.93,503.56,2026-09-03 15:15:32,2026-09-03 15:15:32
SRC_ORDER_ITEM_B002_000012024,OI0000383854,O000124736,P000056,1,345.98,17.30,65.74,394.42,2026-09-02 18:37:58,2026-09-02 18:37:58
SRC_ORDER_ITEM_B002_000012025,OI0000383855,O000124736,P000154,1,8.49,0.00,1.70,10.19,2026-09-02 18:37:58,2026-09-02 18:37:58
SRC_ORDER_ITEM_B002_000012026,OI0000383856,O000124737,P000544,1,962.66,0.00,192.53,1155.19,2026-09-03 02:25:30,2026-09-03 02:25:30
SRC_ORDER_ITEM_B002_000012027,OI0000383857,O000124737,P000111,1,59.40,0.00,11.88,71.28,2026-09-03 02:25:30,2026-09-03 02:25:30
SRC_ORDER_ITEM_B002_000012028,OI0000383858,O000124737,P000054,1,67.10,0.00,13.42,80.52,2026-09-03 02:25:30,2026-09-03 02:25:30
SRC_ORDER_ITEM_B002_000012029,OI0000383859,O000124737,P000077,1,23.17,2.32,4.17,25.02,2026-09-03 02:25:30,2026-09-03 02:25:30
