source_record_id,payment_id,order_id,customer_id,payment_timestamp,payment_method,payment_status,amount,currency_code,transaction_reference,created_at,updated_at
SRC_PAYMENT_B002_000006038,PAY0000132280,O000127597,C0039367,2026-09-03 14:51:46,PAYPAL,CAPTURED,858.12,GBP,TXN-B002-000000132280,2026-09-03 14:51:46,2026-09-03 14:51:46
SRC_PAYMENT_B002_000006039,PAY0000132281,O000127598,C0032406,2026-09-03 14:28:21,CARD,CAPTURED,5871.00,GBP,TXN-B002-000000132281,2026-09-03 14:28:21,2026-09-03 14:28:21
SRC_PAYMENT_B002_000006040,PAY0000132282,O000127599,C0040249,2026-09-03 13:31:22,CARD,CAPTURED,8249.44,GBP,TXN-B002-000000132282,2026-09-03 13:31:22,2026-09-03 13:31:22
SRC_PAYMENT_B002_000006041,PAY0000132283,O000127600,C0021620,2026-09-02 03:46:45,GIFT_CARD,CAPTURED,1858.56,GBP,TXN-B002-000000132283,2026-09-02 03:46:45,2026-09-02 03:46:45
SRC_PAYMENT_B002_000006042,PAY0000132284,O000127601,C0022116,2026-09-03 00:07:24,CARD,CAPTURED,1509.11,GBP,TXN-B002-000000132284,2026-09-03 00:07:24,2026-09-03 00:07:24
SRC_PAYMENT_B002_000006043,PAY0000132285,O000127603,C0005253,2026-09-01 15:54:57,APPLE_PAY,CAPTURED,2836.79,GBP,TXN-B002-000000132285,2026-09-01 15:54:57,2026-09-01 15:54:57
SRC_PAYMENT_B002_000006044,PAY0000132286,O000127604,C0038264,2026-09-03 08:25:37,PAYPAL,CAPTURED,3624.94,GBP,TXN-B002-000000132286,2026-09-03 08:25:37,2026-09-03 08:25:37
SRC_PAYMENT_B002_000006045,PAY0000132287,O000127605,C0020739,2026-09-02 08:25:24,CARD,CAPTURED,3228.05,GBP,TXN-B002-000000132287,2026-09-02 08:25:24,2026-09-02 08:25:24
SRC_PAYMENT_B002_000006046,PAY0000132288,O000127607,C0047342,2026-09-03 09:45:26,CARD,CAPTURED,1582.81,GBP,TXN-B002-000000132288,2026-09-03 09:45:26,2026-09-03 09:45:26
SRC_PAYMENT_B002_000006047,PAY0000132289,O000127609,C0023626,2026-09-01 07:53:54,CARD,CAPTURED,2343.54,GBP,TXN-B002-000000132289,2026-09-01 07:53:54,2026-09-01 07:53:54
SRC_PAYMENT_B002_000006048,PAY0000132290,O000127610,C0039152,2026-09-01 23:26:04,PAYPAL,CAPTURED,1631.32,GBP,TXN-B002-000000132290,2026-09-01 23:26:04,2026-09-01 23:26:04
SRC_PAYMENT_B002_000006049,PAY0000132291,O000127611,C0037026,2026-09-02 20:08:12,APPLE_PAY,CAPTURED,10637.63,GBP,TXN-B002-000000132291,2026-09-02 20:08:12,2026-09-02 20:08:12
SRC_PAYMENT_B002_000006050,PAY0000132292,O000127612,C0028399,2026-09-02 04:07:28,CARD,CAPTURED,3900.67,GBP,TXN-B002-000000132292,2026-09-02 04:07:28,2026-09-02 04:07:28
SRC_PAYMENT_B002_000006051,PAY0000132293,O000127614,C0050628,2026-09-02 06:37:38,CARD,CAPTURED,4907.86,GBP,TXN-B002-000000132293,2026-09-02 06:37:38,2026-09-02 06:37:38
SRC_PAYMENT_B002_000006052,PAY0000132294,O000127615,C0004289,2026-09-03 19:21:49,GIFT_CARD,CAPTURED,5068.76,GBP,TXN-B002-000000132294,2026-09-03 19:21:49,2026-09-03 19:21:49
SRC_PAYMENT_B002_000006053,PAY0000132295,O000127616,C0008751,2026-09-02 00:33:38,APPLE_PAY,CAPTURED,3390.05,GBP,TXN-B002-000000132295,2026-09-02 00:33:38,2026-09-02 00:33:38
SRC_PAYMENT_B002_000006054,PAY0000132296,O000127617,C0016238,2026-09-03 20:15:03,CARD,CAPTURED,2328.78,GBP,TXN-B002-000000132296,2026-09-03 20:15:03,2026-09-03 20:15:03
SRC_PAYMENT_B002_000006055,PAY0000132297,O000127618,C0014852,2026-09-03 23:34:34,BANK_TRANSFER,CAPTURED,3309.98,GBP,TXN-B002-000000132297,2026-09-03 23:34:34,2026-09-03 23:34:34
SRC_PAYMENT_B002_000006056,PAY0000132298,O000127619,C0023313,2026-09-03 23:04:57,GIFT_CARD,CAPTURED,505.52,GBP,TXN-B002-000000132298,2026-09-03 23:04:57,2026-09-03 23:04:57
SRC_PAYMENT_B002_000006057,PAY0000132299,O000127620,C0035893,2026-09-01 17:13:33,GIFT_CARD,CAPTURED,146.11,GBP,TXN-B002-000000132299,2026-09-01 17:13:33,2026-09-01 17:13:33
SRC_PAYMENT_B002_000006058,PAY0000132300,O000127622,C0025405,2026-09-03 00:27:25,CARD,CAPTURED,3591.13,GBP,TXN-B002-000000132300,2026-09-03 00:27:25,2026-09-03 00:27:25
SRC_PAYMENT_B002_000006059,PAY0000132301,O000127623,C0004732,2026-09-02 08:47:47,CARD,CAPTURED,3375.68,GBP,TXN-B002-000000132301,2026-09-02 08:47:47,2026-09-02 08:47:47
SRC_PAYMENT_B002_000006060,PAY0000132302,O000127624,C0027974,2026-09-01 17:01:18,APPLE_PAY,CAPTURED,7299.34,GBP,TXN-B002-000000132302,2026-09-01 17:01:18,2026-09-01 17:01:18
SRC_PAYMENT_B002_000006061,PAY0000132303,O000127625,C0021521,2026-09-01 12:23:54,APPLE_PAY,CAPTURED,8250.39,GBP,TXN-B002-000000132303,2026-09-01 12:23:54,2026-09-01 12:23:54
SRC_PAYMENT_B002_000006062,PAY0000132304,O000127628,C0037433,2026-09-03 19:31:59,CARD,CAPTURED,796.64,GBP,TXN-B002-000000132304,2026-09-03 19:31:59,2026-09-03 19:31:59
SRC_PAYMENT_B002_000006063,PAY0000132305,O000127629,C0000669,2026-09-03 20:54:20,CARD,CAPTURED,4066.37,GBP,TXN-B002-000000132305,2026-09-03 20:54:20,2026-09-03 20:54:20
SRC_PAYMENT_B002_000006064,PAY0000132306,O000127630,C0038694,2026-09-03 02:55:56,PAYPAL,CAPTURED,3366.46,GBP,TXN-B002-000000132306,2026-09-03 02:55:56,2026-09-03 02:55:56
SRC_PAYMENT_B002_000006065,PAY0000132307,O000127631,C0027240,2026-09-02 21:18:35,CARD,CAPTURED,8581.71,GBP,TXN-B002-000000132307,2026-09-02 21:18:35,2026-09-02 21:18:35
SRC_PAYMENT_B002_000006066,PAY0000132308,O000127632,C0011521,2026-09-03 18:57:53,APPLE_PAY,CAPTURED,2546.85,GBP,TXN-B002-000000132308,2026-09-03 18:57:53,2026-09-03 18:57:53
SRC_PAYMENT_B002_000006067,PAY0000132309,O000127633,C0013353,2026-09-02 10:02:50,CARD,CAPTURED,132.47,GBP,TXN-B002-000000132309,2026-09-02 10:02:50,2026-09-02 10:02:50
SRC_PAYMENT_B002_000006068,PAY0000132310,O000127634,C0036756,2026-09-03 10:14:51,GIFT_CARD,CAPTURED,3345.26,GBP,TXN-B002-000000132310,2026-09-03 10:14:51,2026-09-03 10:14:51
SRC_PAYMENT_B002_000006069,PAY0000132311,O000127636,C0020242,2026-09-01 18:37:51,CARD,CAPTURED,746.25,GBP,TXN-B002-000000132311,2026-09-01 18:37:51,2026-09-01 18:37:51
SRC_PAYMENT_B002_000006070,PAY0000132312,O000127637,C0025747,2026-09-02 01:51:39,PAYPAL,CAPTURED,4770.24,GBP,TXN-B002-000000132312,2026-09-02 01:51:39,2026-09-02 01:51:39
SRC_PAYMENT_B002_000006071,PAY0000132313,O000127638,C0041518,2026-09-03 01:42:28,CARD,CAPTURED,3477.59,GBP,TXN-B002-000000132313,2026-09-03 01:42:28,2026-09-03 01:42:28
SRC_PAYMENT_B002_000006072,PAY0000132314,O000127639,C0000603,2026-09-01 17:15:20,CARD,CAPTURED,2099.60,GBP,TXN-B002-000000132314,2026-09-01 17:15:20,2026-09-01 17:15:20
SRC_PAYMENT_B002_000006073,PAY0000132315,O000127640,C0041306,2026-09-03 12:12:15,BANK_TRANSFER,CAPTURED,2477.96,GBP,TXN-B002-000000132315,2026-09-03 12:12:15,2026-09-03 12:12:15
SRC_PAYMENT_B002_000006074,PAY0000132316,O000127641,C0000907,2026-09-02 11:51:57,APPLE_PAY,CAPTURED,2968.14,GBP,TXN-B002-000000132316,2026-09-02 11:51:57,2026-09-02 11:51:57
SRC_PAYMENT_B002_000006075,PAY0000132317,O000127642,C0038065,2026-09-03 11:49:28,CARD,CAPTURED,2462.54,GBP,TXN-B002-000000132317,2026-09-03 11:49:28,2026-09-03 11:49:28
SRC_PAYMENT_B002_000006076,PAY0000132318,O000127643,C0028172,2026-09-03 14:15:51,CARD,CAPTURED,4217.67,GBP,TXN-B002-000000132318,2026-09-03 14:15:51,2026-09-03 14:15:51
SRC_PAYMENT_B002_000006077,PAY0000132319,O000127644,C0008223,2026-09-03 02:06:38,PAYPAL,CAPTURED,123.82,GBP,TXN-B002-000000132319,2026-09-03 02:06:38,2026-09-03 02:06:38
SRC_PAYMENT_B002_000006078,PAY0000132320,O000127645,C0030699,2026-09-02 11:18:39,CARD,CAPTURED,3870.15,GBP,TXN-B002-000000132320,2026-09-02 11:18:39,2026-09-02 11:18:39
SRC_PAYMENT_B002_000006079,PAY0000132321,O000127646,C0002340,2026-09-03 04:29:18,BANK_TRANSFER,CAPTURED,369.34,GBP,TXN-B002-000000132321,2026-09-03 04:29:18,2026-09-03 04:29:18
SRC_PAYMENT_B002_000006080,PAY0000132322,O000127647,C0002972,2026-09-03 18:35:23,CARD,CAPTURED,2264.69,GBP,TXN-B002-000000132322,2026-09-03 18:35:23,2026-09-03 18:35:23
SRC_PAYMENT_B002_000006081,PAY0000132323,O000127648,C0028335,2026-09-01 22:25:59,CARD,CAPTURED,497.71,GBP,TXN-B002-000000132323,2026-09-01 22:25:59,2026-09-01 22:25:59
SRC_PAYMENT_B002_000006082,PAY0000132324,O000127649,C0001716,2026-09-03 19:07:33,APPLE_PAY,CAPTURED,1496.27,GBP,TXN-B002-000000132324,2026-09-03 19:07:33,2026-09-03 19:07:33
SRC_PAYMENT_B002_000006083,PAY0000132325,O000127651,C0038156,2026-09-01 11:03:39,CARD,CAPTURED,3999.12,GBP,TXN-B002-000000132325,2026-09-01 11:03:39,2026-09-01 11:03:39
SRC_PAYMENT_B002_000006084,PAY0000132326,O000127652,C0039741,2026-09-02 10:42:17,PAYPAL,CAPTURED,3116.02,GBP,TXN-B002-000000132326,2026-09-02 10:42:17,2026-09-02 10:42:17
SRC_PAYMENT_B002_000006085,PAY0000132327,O000127653,C0010851,2026-09-02 11:52:36,CARD,CAPTURED,891.23,GBP,TXN-B002-000000132327,2026-09-02 11:52:36,2026-09-02 11:52:36
SRC_PAYMENT_B002_000006086,PAY0000132328,O000127655,C0007031,2026-09-02 17:12:10,GIFT_CARD,CAPTURED,4042.75,GBP,TXN-B002-000000132328,2026-09-02 17:12:10,2026-09-02 17:12:10
SRC_PAYMENT_B002_000006087,PAY0000132329,O000127656,C0015251,2026-09-01 12:01:58,PAYPAL,CAPTURED,211.18,GBP,TXN-B002-000000132329,2026-09-01 12:01:58,2026-09-01 12:01:58
SRC_PAYMENT_B002_000006088,PAY0000132330,O000127657,C0047169,2026-09-02 23:34:26,CARD,CAPTURED,2218.84,GBP,TXN-B002-000000132330,2026-09-02 23:34:26,2026-09-02 23:34:26
SRC_PAYMENT_B002_000006089,PAY0000132331,O000127658,C0004630,2026-09-03 17:47:23,CARD,CAPTURED,4225.31,GBP,TXN-B002-000000132331,2026-09-03 17:47:23,2026-09-03 17:47:23
SRC_PAYMENT_B002_000006090,PAY0000132332,O000127659,C0008860,2026-09-02 15:01:09,PAYPAL,CAPTURED,1511.18,GBP,TXN-B002-000000132332,2026-09-02 15:01:09,2026-09-02 15:01:09
SRC_PAYMENT_B002_000006091,PAY0000132333,O000127660,C0016129,2026-09-02 06:31:35,PAYPAL,CAPTURED,319.87,GBP,TXN-B002-000000132333,2026-09-02 06:31:35,2026-09-02 06:31:35
SRC_PAYMENT_B002_000006092,PAY0000132334,O000127661,C0006693,2026-09-03 21:38:37,PAYPAL,CAPTURED,5030.74,GBP,TXN-B002-000000132334,2026-09-03 21:38:37,2026-09-03 21:38:37
SRC_PAYMENT_B002_000006093,PAY0000132335,O000127662,C0011754,2026-09-02 00:58:38,APPLE_PAY,CAPTURED,4115.26,GBP,TXN-B002-000000132335,2026-09-02 00:58:38,2026-09-02 00:58:38
SRC_PAYMENT_B002_000006094,PAY0000132336,O000127663,C0013605,2026-09-03 16:47:14,GIFT_CARD,CAPTURED,3183.25,GBP,TXN-B002-000000132336,2026-09-03 16:47:14,2026-09-03 16:47:14
SRC_PAYMENT_B002_000006095,PAY0000132337,O000127664,C0006251,2026-09-03 21:43:17,PAYPAL,CAPTURED,278.88,GBP,TXN-B002-000000132337,2026-09-03 21:43:17,2026-09-03 21:43:17
SRC_PAYMENT_B002_000006096,PAY0000132338,O000127665,C0044724,2026-09-02 20:23:17,APPLE_PAY,CAPTURED,2722.43,GBP,TXN-B002-000000132338,2026-09-02 20:23:17,2026-09-02 20:23:17
SRC_PAYMENT_B002_000006097,PAY0000132339,O000127666,C0006478,2026-09-03 11:06:01,CARD,CAPTURED,1048.45,GBP,TXN-B002-000000132339,2026-09-03 11:06:01,2026-09-03 11:06:01
SRC_PAYMENT_B002_000006098,PAY0000132340,O000127667,C0043810,2026-09-03 20:42:54,PAYPAL,CAPTURED,1104.37,GBP,TXN-B002-000000132340,2026-09-03 20:42:54,2026-09-03 20:42:54
SRC_PAYMENT_B002_000006099,PAY0000132341,O000127668,C0009767,2026-09-02 16:19:14,PAYPAL,CAPTURED,3078.21,GBP,TXN-B002-000000132341,2026-09-02 16:19:14,2026-09-02 16:19:14
SRC_PAYMENT_B002_000006100,PAY0000132342,O000127669,C0014723,2026-09-01 17:31:05,CARD,CAPTURED,4597.16,GBP,TXN-B002-000000132342,2026-09-01 17:31:05,2026-09-01 17:31:05
SRC_PAYMENT_B002_000006101,PAY0000132343,O000127670,C0017111,2026-09-01 11:25:19,APPLE_PAY,CAPTURED,6741.05,GBP,TXN-B002-000000132343,2026-09-01 11:25:19,2026-09-01 11:25:19
SRC_PAYMENT_B002_000006102,PAY0000132344,O000127671,C0019256,2026-09-02 06:10:55,GIFT_CARD,CAPTURED,4459.43,GBP,TXN-B002-000000132344,2026-09-02 06:10:55,2026-09-02 06:10:55
SRC_PAYMENT_B002_000006103,PAY0000132345,O000127672,C0049852,2026-09-02 15:12:36,GIFT_CARD,CAPTURED,1783.92,GBP,TXN-B002-000000132345,2026-09-02 15:12:36,2026-09-02 15:12:36
SRC_PAYMENT_B002_000006104,PAY0000132346,O000127673,C0019921,2026-09-03 16:49:20,CARD,CAPTURED,1766.57,GBP,TXN-B002-000000132346,2026-09-03 16:49:20,2026-09-03 16:49:20
SRC_PAYMENT_B002_000006105,PAY0000132347,O000127674,C0042019,2026-09-01 07:42:44,CARD,CAPTURED,2314.98,GBP,TXN-B002-000000132347,2026-09-01 07:42:44,2026-09-01 07:42:44
SRC_PAYMENT_B002_000006106,PAY0000132348,O000127675,C0034760,2026-09-02 08:41:21,CARD,CAPTURED,4912.96,GBP,TXN-B002-000000132348,2026-09-02 08:41:21,2026-09-02 08:41:21
SRC_PAYMENT_B002_000006107,PAY0000132349,O000127677,C0011884,2026-09-01 15:38:35,APPLE_PAY,CAPTURED,1614.96,GBP,TXN-B002-000000132349,2026-09-01 15:38:35,2026-09-01 15:38:35
SRC_PAYMENT_B002_000006108,PAY0000132350,O000127678,C0003163,2026-09-03 18:59:20,CARD,CAPTURED,3065.98,GBP,TXN-B002-000000132350,2026-09-03 18:59:20,2026-09-03 18:59:20
SRC_PAYMENT_B002_000006109,PAY0000132351,O000127679,C0007789,2026-09-02 19:37:00,CARD,CAPTURED,1650.56,GBP,TXN-B002-000000132351,2026-09-02 19:37:00,2026-09-02 19:37:00
SRC_PAYMENT_B002_000006110,PAY0000132352,O000127680,C0045090,2026-09-01 06:32:06,PAYPAL,CAPTURED,2891.42,GBP,TXN-B002-000000132352,2026-09-01 06:32:06,2026-09-01 06:32:06
SRC_PAYMENT_B002_000006111,PAY0000132353,O000127681,C0015371,2026-09-02 07:26:39,GIFT_CARD,CAPTURED,5285.32,GBP,TXN-B002-000000132353,2026-09-02 07:26:39,2026-09-02 07:26:39
SRC_PAYMENT_B002_000006112,PAY0000132354,O000127682,C0019237,2026-09-01 11:51:40,CARD,CAPTURED,3578.03,GBP,TXN-B002-000000132354,2026-09-01 11:51:40,2026-09-01 11:51:40
SRC_PAYMENT_B002_000006113,PAY0000132355,O000127683,C0024089,2026-09-01 11:23:40,CARD,CAPTURED,4185.41,GBP,TXN-B002-000000132355,2026-09-01 11:23:40,2026-09-01 11:23:40
SRC_PAYMENT_B002_000006114,PAY0000132356,O000127684,C0028963,2026-09-03 15:14:49,CARD,CAPTURED,4859.54,GBP,TXN-B002-000000132356,2026-09-03 15:14:49,2026-09-03 15:14:49
SRC_PAYMENT_B002_000006115,PAY0000132357,O000127685,C0024008,2026-09-03 08:10:12,APPLE_PAY,CAPTURED,3517.95,GBP,TXN-B002-000000132357,2026-09-03 08:10:12,2026-09-03 08:10:12
SRC_PAYMENT_B002_000006116,PAY0000132358,O000127686,C0042859,2026-09-04 00:25:16,GIFT_CARD,CAPTURED,1712.21,GBP,TXN-B002-000000132358,2026-09-04 00:25:16,2026-09-04 00:25:16
SRC_PAYMENT_B002_000006117,PAY0000132359,O000127687,C0011032,2026-09-01 20:05:07,CARD,CAPTURED,3862.00,GBP,TXN-B002-000000132359,2026-09-01 20:05:07,2026-09-01 20:05:07
SRC_PAYMENT_B002_000006118,PAY0000132360,O000127688,C0011658,2026-09-04 00:23:55,CARD,CAPTURED,3251.50,GBP,TXN-B002-000000132360,2026-09-04 00:23:55,2026-09-04 00:23:55
SRC_PAYMENT_B002_000006119,PAY0000132361,O000127689,C0027177,2026-09-03 20:43:57,APPLE_PAY,CAPTURED,2701.07,GBP,TXN-B002-000000132361,2026-09-03 20:43:57,2026-09-03 20:43:57
SRC_PAYMENT_B002_000006120,PAY0000132362,O000127690,C0022784,2026-09-02 01:11:39,CARD,CAPTURED,1446.26,GBP,TXN-B002-000000132362,2026-09-02 01:11:39,2026-09-02 01:11:39
SRC_PAYMENT_B002_000006121,PAY0000132363,O000127691,C0026826,2026-09-01 08:41:54,PAYPAL,CAPTURED,3974.89,GBP,TXN-B002-000000132363,2026-09-01 08:41:54,2026-09-01 08:41:54
SRC_PAYMENT_B002_000006122,PAY0000132364,O000127692,C0013159,2026-09-03 21:29:53,BANK_TRANSFER,CAPTURED,4714.63,GBP,TXN-B002-000000132364,2026-09-03 21:29:53,2026-09-03 21:29:53
SRC_PAYMENT_B002_000006123,PAY0000132365,O000127693,C0019650,2026-09-02 03:15:09,APPLE_PAY,CAPTURED,3919.99,GBP,TXN-B002-000000132365,2026-09-02 03:15:09,2026-09-02 03:15:09
SRC_PAYMENT_B002_000006124,PAY0000132366,O000127695,C0045025,2026-09-02 15:49:02,APPLE_PAY,CAPTURED,2785.41,GBP,TXN-B002-000000132366,2026-09-02 15:49:02,2026-09-02 15:49:02
SRC_PAYMENT_B002_000006125,PAY0000132367,O000127696,C0005245,2026-09-01 10:34:41,PAYPAL,CAPTURED,2393.91,GBP,TXN-B002-000000132367,2026-09-01 10:34:41,2026-09-01 10:34:41
SRC_PAYMENT_B002_000006126,PAY0000132368,O000127697,C0043651,2026-09-02 08:42:48,PAYPAL,CAPTURED,2642.12,GBP,TXN-B002-000000132368,2026-09-02 08:42:48,2026-09-02 08:42:48
SRC_PAYMENT_B002_000006127,PAY0000132369,O000127699,C0033142,2026-09-02 18:08:17,PAYPAL,CAPTURED,1277.42,GBP,TXN-B002-000000132369,2026-09-02 18:08:17,2026-09-02 18:08:17
SRC_PAYMENT_B002_000006128,PAY0000132370,O000127700,C0046267,2026-09-01 17:47:35,BANK_TRANSFER,CAPTURED,1719.56,GBP,TXN-B002-000000132370,2026-09-01 17:47:35,2026-09-01 17:47:35
SRC_PAYMENT_B002_000006129,PAY0000132371,O000127702,C0020190,2026-09-01 18:14:15,PAYPAL,CAPTURED,1192.66,GBP,TXN-B002-000000132371,2026-09-01 18:14:15,2026-09-01 18:14:15
SRC_PAYMENT_B002_000006130,PAY0000132372,O000127703,C0033897,2026-09-01 06:42:28,CARD,CAPTURED,1442.79,GBP,TXN-B002-000000132372,2026-09-01 06:42:28,2026-09-01 06:42:28
SRC_PAYMENT_B002_000006131,PAY0000132373,O000127704,C0009838,2026-09-03 03:26:41,CARD,CAPTURED,1570.12,GBP,TXN-B002-000000132373,2026-09-03 03:26:41,2026-09-03 03:26:41
SRC_PAYMENT_B002_000006132,PAY0000132374,O000127705,C0050703,2026-09-02 23:11:05,APPLE_PAY,CAPTURED,2141.60,GBP,TXN-B002-000000132374,2026-09-02 23:11:05,2026-09-02 23:11:05
SRC_PAYMENT_B002_000006133,PAY0000132375,O000127706,C0018538,2026-09-01 09:48:59,BANK_TRANSFER,CAPTURED,4620.77,GBP,TXN-B002-000000132375,2026-09-01 09:48:59,2026-09-01 09:48:59
SRC_PAYMENT_B002_000006134,PAY0000132376,O000127707,C0007170,2026-09-02 10:44:50,CARD,CAPTURED,1850.94,GBP,TXN-B002-000000132376,2026-09-02 10:44:50,2026-09-02 10:44:50
SRC_PAYMENT_B002_000006135,PAY0000132377,O000127708,C0048911,2026-09-03 05:01:32,APPLE_PAY,CAPTURED,1354.45,GBP,TXN-B002-000000132377,2026-09-03 05:01:32,2026-09-03 05:01:32
SRC_PAYMENT_B002_000006136,PAY0000132378,O000127709,C0000560,2026-09-03 20:16:53,APPLE_PAY,CAPTURED,4401.71,GBP,TXN-B002-000000132378,2026-09-03 20:16:53,2026-09-03 20:16:53
SRC_PAYMENT_B002_000006137,PAY0000132379,O000127710,C0016641,2026-09-03 11:25:59,CARD,CAPTURED,997.56,GBP,TXN-B002-000000132379,2026-09-03 11:25:59,2026-09-03 11:25:59
SRC_PAYMENT_B002_000006138,PAY0000132380,O000127711,C0009334,2026-09-02 10:33:43,CARD,CAPTURED,4397.00,GBP,TXN-B002-000000132380,2026-09-02 10:33:43,2026-09-02 10:33:43
SRC_PAYMENT_B002_000006139,PAY0000132381,O000127712,C0040918,2026-09-03 23:46:05,CARD,CAPTURED,5222.09,GBP,TXN-B002-000000132381,2026-09-03 23:46:05,2026-09-03 23:46:05
SRC_PAYMENT_B002_000006140,PAY0000132382,O000127713,C0046097,2026-09-02 00:38:22,APPLE_PAY,CAPTURED,169.81,GBP,TXN-B002-000000132382,2026-09-02 00:38:22,2026-09-02 00:38:22
SRC_PAYMENT_B002_000006141,PAY0000132383,O000127714,C0035338,2026-09-01 22:46:46,APPLE_PAY,CAPTURED,2988.57,GBP,TXN-B002-000000132383,2026-09-01 22:46:46,2026-09-01 22:46:46
SRC_PAYMENT_B002_000006142,PAY0000132384,O000127715,C0023267,2026-09-01 10:05:57,PAYPAL,CAPTURED,330.54,GBP,TXN-B002-000000132384,2026-09-01 10:05:57,2026-09-01 10:05:57
SRC_PAYMENT_B002_000006143,PAY0000132385,O000127716,C0031614,2026-09-01 12:46:04,PAYPAL,CAPTURED,2986.59,GBP,TXN-B002-000000132385,2026-09-01 12:46:04,2026-09-01 12:46:04
SRC_PAYMENT_B002_000006144,PAY0000132386,O000127717,C0005249,2026-09-03 09:20:47,APPLE_PAY,CAPTURED,1442.70,GBP,TXN-B002-000000132386,2026-09-03 09:20:47,2026-09-03 09:20:47
SRC_PAYMENT_B002_000006145,PAY0000132387,O000127718,C0041760,2026-09-01 20:52:11,CARD,CAPTURED,4583.50,GBP,TXN-B002-000000132387,2026-09-01 20:52:11,2026-09-01 20:52:11
SRC_PAYMENT_B002_000006146,PAY0000132388,O000127719,C0002808,2026-09-03 07:03:21,CARD,CAPTURED,1881.84,GBP,TXN-B002-000000132388,2026-09-03 07:03:21,2026-09-03 07:03:21
SRC_PAYMENT_B002_000006147,PAY0000132389,O000127721,C0006549,2026-09-02 02:11:25,CARD,CAPTURED,1885.84,GBP,TXN-B002-000000132389,2026-09-02 02:11:25,2026-09-02 02:11:25
SRC_PAYMENT_B002_000006148,PAY0000132390,O000127722,C0014654,2026-09-02 03:36:21,APPLE_PAY,CAPTURED,817.38,GBP,TXN-B002-000000132390,2026-09-02 03:36:21,2026-09-02 03:36:21
SRC_PAYMENT_B002_000006149,PAY0000132391,O000127724,C0022347,2026-09-01 15:55:03,CARD,CAPTURED,1438.69,GBP,TXN-B002-000000132391,2026-09-01 15:55:03,2026-09-01 15:55:03
SRC_PAYMENT_B002_000006150,PAY0000132392,O000127725,C0001943,2026-09-02 14:01:25,CARD,CAPTURED,782.15,GBP,TXN-B002-000000132392,2026-09-02 14:01:25,2026-09-02 14:01:25
SRC_PAYMENT_B002_000006151,PAY0000132393,O000127726,C0019511,2026-09-03 11:41:55,GIFT_CARD,CAPTURED,1337.64,GBP,TXN-B002-000000132393,2026-09-03 11:41:55,2026-09-03 11:41:55
SRC_PAYMENT_B002_000006152,PAY0000132394,O000127727,C0011293,2026-09-03 22:15:35,BANK_TRANSFER,CAPTURED,3741.95,GBP,TXN-B002-000000132394,2026-09-03 22:15:35,2026-09-03 22:15:35
SRC_PAYMENT_B002_000006153,PAY0000132395,O000127728,C0042758,2026-09-01 15:00:11,CARD,CAPTURED,1836.53,GBP,TXN-B002-000000132395,2026-09-01 15:00:11,2026-09-01 15:00:11
SRC_PAYMENT_B002_000006154,PAY0000132396,O000127730,C0026885,2026-09-03 07:26:03,CARD,CAPTURED,3281.62,GBP,TXN-B002-000000132396,2026-09-03 07:26:03,2026-09-03 07:26:03
SRC_PAYMENT_B002_000006155,PAY0000132397,O000127731,C0049752,2026-09-03 00:48:29,PAYPAL,CAPTURED,2299.66,GBP,TXN-B002-000000132397,2026-09-03 00:48:29,2026-09-03 00:48:29
SRC_PAYMENT_B002_000006156,PAY0000132398,O000127732,C0029812,2026-09-03 16:57:09,PAYPAL,CAPTURED,2443.20,GBP,TXN-B002-000000132398,2026-09-03 16:57:09,2026-09-03 16:57:09
SRC_PAYMENT_B002_000006157,PAY0000132399,O000127733,C0030039,2026-09-01 07:06:55,PAYPAL,CAPTURED,1792.70,GBP,TXN-B002-000000132399,2026-09-01 07:06:55,2026-09-01 07:06:55
SRC_PAYMENT_B002_000006158,PAY0000132400,O000127734,C0018125,2026-09-01 09:28:53,APPLE_PAY,CAPTURED,607.12,GBP,TXN-B002-000000132400,2026-09-01 09:28:53,2026-09-01 09:28:53
SRC_PAYMENT_B002_000006159,PAY0000132401,O000127735,C0027514,2026-09-01 11:51:22,APPLE_PAY,CAPTURED,2249.34,GBP,TXN-B002-000000132401,2026-09-01 11:51:22,2026-09-01 11:51:22
SRC_PAYMENT_B002_000006160,PAY0000132402,O000127736,C0007093,2026-09-03 20:28:25,PAYPAL,CAPTURED,4254.93,GBP,TXN-B002-000000132402,2026-09-03 20:28:25,2026-09-03 20:28:25
SRC_PAYMENT_B002_000006161,PAY0000132403,O000127737,C0007946,2026-09-02 10:48:46,CARD,CAPTURED,2801.28,GBP,TXN-B002-000000132403,2026-09-02 10:48:46,2026-09-02 10:48:46
SRC_PAYMENT_B002_000006162,PAY0000132404,O000127738,C0034108,2026-09-02 04:31:10,CARD,CAPTURED,2987.10,GBP,TXN-B002-000000132404,2026-09-02 04:31:10,2026-09-02 04:31:10
SRC_PAYMENT_B002_000006163,PAY0000132405,O000127739,C0047713,2026-09-03 02:32:31,CARD,CAPTURED,2816.22,GBP,TXN-B002-000000132405,2026-09-03 02:32:31,2026-09-03 02:32:31
SRC_PAYMENT_B002_000006164,PAY0000132406,O000127740,C0008566,2026-09-03 15:41:07,CARD,CAPTURED,4459.11,GBP,TXN-B002-000000132406,2026-09-03 15:41:07,2026-09-03 15:41:07
