inventory_snapshot_id,snapshot_date,store_id,product_id,supplier_id,on_hand_qty,reserved_qty,available_qty,units_sold_30d,avg_daily_sales,lead_time_days,supplier_reliability,days_of_supply
INV00006332,2025-12-31,S013,P00332,SUP0027,7,5,2,7,0.2333,22,0.917,8.57
INV00006333,2025-12-31,S013,P00333,SUP0022,7,2,5,7,0.2333,16,0.819,21.43
INV00006334,2025-12-31,S013,P00334,SUP0003,7,4,3,5,0.1667,14,0.947,18.0
INV00006335,2025-12-31,S013,P00335,SUP0010,2,2,0,2,0.0667,30,0.95,0.0
INV00006336,2025-12-31,S013,P00336,SUP0036,3,1,2,4,0.1333,20,0.804,15.0
INV00006337,2025-12-31,S013,P00337,SUP0011,7,4,3,6,0.2,24,0.81,15.0
INV00006338,2025-12-31,S013,P00338,SUP0046,4,2,2,3,0.1,5,0.844,20.0
INV00006339,2025-12-31,S013,P00339,SUP0025,3,1,2,4,0.1333,24,0.983,15.0
INV00006340,2025-12-31,S013,P00340,SUP0011,4,4,0,4,0.1333,24,0.81,0.0
INV00006341,2025-12-31,S013,P00341,SUP0042,8,0,8,6,0.2,25,0.975,40.0
INV00006342,2025-12-31,S013,P00342,SUP0038,1,0,1,1,0.0333,21,0.846,30.03
INV00006343,2025-12-31,S013,P00343,SUP0012,5,5,0,14,0.4667,28,0.926,0.0
INV00006344,2025-12-31,S013,P00344,SUP0046,1,1,0,2,0.0667,5,0.844,0.0
INV00006345,2025-12-31,S013,P00345,SUP0010,6,4,2,10,0.3333,30,0.95,6.0
INV00006346,2025-12-31,S013,P00346,SUP0009,10,1,9,9,0.3,19,0.914,30.0
INV00006347,2025-12-31,S013,P00347,SUP0041,7,2,5,8,0.2667,22,0.875,18.75
INV00006348,2025-12-31,S013,P00348,SUP0034,9,8,1,7,0.2333,6,0.907,4.29
INV00006349,2025-12-31,S013,P00349,SUP0027,5,0,5,5,0.1667,22,0.917,29.99
INV00006350,2025-12-31,S013,P00350,SUP0046,2,2,0,2,0.0667,5,0.844,0.0
INV00006351,2025-12-31,S013,P00351,SUP0016,5,4,1,5,0.1667,29,0.922,6.0
INV00006352,2025-12-31,S013,P00352,SUP0030,1,0,1,1,0.0333,11,0.96,30.03
INV00006353,2025-12-31,S013,P00353,SUP0002,10,9,1,10,0.3333,14,0.955,3.0
INV00006354,2025-12-31,S013,P00354,SUP0020,3,1,2,3,0.1,23,0.878,20.0
INV00006355,2025-12-31,S013,P00355,SUP0028,3,1,2,6,0.2,3,0.981,10.0
INV00006356,2025-12-31,S013,P00356,SUP0012,1,0,1,1,0.0333,28,0.926,30.03
INV00006357,2025-12-31,S013,P00357,SUP0027,2,2,0,4,0.1333,22,0.917,0.0
INV00006358,2025-12-31,S013,P00358,SUP0020,4,0,4,4,0.1333,23,0.878,30.01
INV00006359,2025-12-31,S013,P00359,SUP0041,4,1,3,6,0.2,22,0.875,15.0
INV00006360,2025-12-31,S013,P00360,SUP0009,27,9,18,0,0.0,19,0.914,
INV00006361,2025-12-31,S013,P00361,SUP0044,6,4,2,19,0.6333,29,0.972,3.16
INV00006362,2025-12-31,S013,P00362,SUP0016,3,0,3,4,0.1333,29,0.922,22.51
INV00006363,2025-12-31,S013,P00363,SUP0040,3,0,3,4,0.1333,11,0.951,22.51
INV00006364,2025-12-31,S013,P00364,SUP0015,6,5,1,4,0.1333,5,0.991,7.5
INV00006365,2025-12-31,S013,P00365,SUP0002,2,2,0,2,0.0667,14,0.955,0.0
INV00006366,2025-12-31,S013,P00366,SUP0044,2,0,2,2,0.0667,29,0.972,29.99
INV00006367,2025-12-31,S013,P00367,SUP0024,2,0,2,4,0.1333,23,0.912,15.0
INV00006368,2025-12-31,S013,P00368,SUP0011,26,5,21,0,0.0,24,0.81,
INV00006369,2025-12-31,S013,P00369,SUP0049,8,1,7,7,0.2333,16,0.829,30.0
INV00006370,2025-12-31,S013,P00370,SUP0013,4,3,1,3,0.1,22,0.804,10.0
INV00006371,2025-12-31,S013,P00371,SUP0038,2,2,0,2,0.0667,21,0.846,0.0
INV00006372,2025-12-31,S013,P00372,SUP0021,4,4,0,3,0.1,24,0.903,0.0
INV00006373,2025-12-31,S013,P00373,SUP0026,4,4,0,3,0.1,4,0.845,0.0
INV00006374,2025-12-31,S013,P00374,SUP0017,1,0,1,2,0.0667,4,0.858,14.99
INV00006375,2025-12-31,S013,P00375,SUP0032,1,1,0,1,0.0333,2,0.899,0.0
INV00006376,2025-12-31,S013,P00376,SUP0039,1,1,0,2,0.0667,10,0.858,0.0
INV00006377,2025-12-31,S013,P00377,SUP0040,3,3,0,3,0.1,11,0.951,0.0
INV00006378,2025-12-31,S013,P00378,SUP0005,4,3,1,4,0.1333,4,0.858,7.5
INV00006379,2025-12-31,S013,P00379,SUP0026,7,6,1,7,0.2333,4,0.845,4.29
INV00006380,2025-12-31,S013,P00380,SUP0015,6,1,5,6,0.2,5,0.991,25.0
INV00006381,2025-12-31,S013,P00381,SUP0037,3,0,3,2,0.0667,28,0.809,44.98
INV00006382,2025-12-31,S013,P00382,SUP0045,3,0,3,4,0.1333,7,0.847,22.51
INV00006383,2025-12-31,S013,P00383,SUP0006,4,4,0,5,0.1667,12,0.852,0.0
INV00006384,2025-12-31,S013,P00384,SUP0025,4,3,1,3,0.1,24,0.983,10.0
INV00006385,2025-12-31,S013,P00385,SUP0043,3,3,0,6,0.2,2,0.829,0.0
INV00006386,2025-12-31,S013,P00386,SUP0027,1,1,0,2,0.0667,22,0.917,0.0
INV00006387,2025-12-31,S013,P00387,SUP0017,3,3,0,6,0.2,4,0.858,0.0
INV00006388,2025-12-31,S013,P00388,SUP0029,6,1,5,6,0.2,6,0.9,25.0
INV00006389,2025-12-31,S013,P00389,SUP0040,2,2,0,3,0.1,11,0.951,0.0
INV00006390,2025-12-31,S013,P00390,SUP0030,1,0,1,1,0.0333,11,0.96,30.03
INV00006391,2025-12-31,S013,P00391,SUP0049,7,5,2,7,0.2333,16,0.829,8.57
INV00006392,2025-12-31,S013,P00392,SUP0023,1,0,1,1,0.0333,25,0.938,30.03
INV00006393,2025-12-31,S013,P00393,SUP0014,9,3,6,8,0.2667,6,0.872,22.5
INV00006394,2025-12-31,S013,P00394,SUP0018,4,3,1,7,0.2333,17,0.888,4.29
INV00006395,2025-12-31,S013,P00395,SUP0013,1,1,0,1,0.0333,22,0.804,0.0
INV00006396,2025-12-31,S013,P00396,SUP0014,6,6,0,6,0.2,6,0.872,0.0
INV00006397,2025-12-31,S013,P00397,SUP0001,10,1,9,9,0.3,18,0.967,30.0
INV00006398,2025-12-31,S013,P00398,SUP0010,7,6,1,6,0.2,30,0.95,5.0
INV00006399,2025-12-31,S013,P00399,SUP0001,1,1,0,2,0.0667,18,0.967,0.0
INV00006400,2025-12-31,S013,P00400,SUP0002,2,0,2,4,0.1333,14,0.955,15.0
INV00006401,2025-12-31,S013,P00401,SUP0049,6,6,0,7,0.2333,16,0.829,0.0
INV00006402,2025-12-31,S013,P00402,SUP0019,7,4,3,10,0.3333,26,0.868,9.0
INV00006403,2025-12-31,S013,P00403,SUP0048,3,3,0,2,0.0667,25,0.813,0.0
INV00006404,2025-12-31,S013,P00404,SUP0046,7,0,7,6,0.2,5,0.844,35.0
INV00006405,2025-12-31,S013,P00405,SUP0041,7,7,0,5,0.1667,22,0.875,0.0
INV00006406,2025-12-31,S013,P00406,SUP0033,2,2,0,5,0.1667,10,0.948,0.0
INV00006407,2025-12-31,S013,P00407,SUP0031,9,1,8,7,0.2333,21,0.958,34.29
INV00006408,2025-12-31,S013,P00408,SUP0029,2,1,1,5,0.1667,6,0.9,6.0
INV00006409,2025-12-31,S013,P00409,SUP0042,3,2,1,4,0.1333,25,0.975,7.5
INV00006410,2025-12-31,S013,P00410,SUP0023,1,0,1,1,0.0333,25,0.938,30.03
INV00006411,2025-12-31,S013,P00411,SUP0039,5,4,1,6,0.2,10,0.858,5.0
INV00006412,2025-12-31,S013,P00412,SUP0033,1,0,1,1,0.0333,10,0.948,30.03
INV00006413,2025-12-31,S013,P00413,SUP0025,1,1,0,2,0.0667,24,0.983,0.0
INV00006414,2025-12-31,S013,P00414,SUP0003,3,0,3,6,0.2,14,0.947,15.0
INV00006415,2025-12-31,S013,P00415,SUP0027,5,3,2,4,0.1333,22,0.917,15.0
INV00006416,2025-12-31,S013,P00416,SUP0018,3,0,3,4,0.1333,17,0.888,22.51
INV00006417,2025-12-31,S013,P00417,SUP0028,4,1,3,5,0.1667,3,0.981,18.0
INV00006418,2025-12-31,S013,P00418,SUP0012,10,2,8,8,0.2667,28,0.926,30.0
INV00006419,2025-12-31,S013,P00419,SUP0028,1,1,0,3,0.1,3,0.981,0.0
INV00006420,2025-12-31,S013,P00420,SUP0045,4,2,2,3,0.1,7,0.847,20.0
INV00006421,2025-12-31,S013,P00421,SUP0026,2,2,0,3,0.1,4,0.845,0.0
INV00006422,2025-12-31,S013,P00422,SUP0007,5,3,2,4,0.1333,23,0.822,15.0
INV00006423,2025-12-31,S013,P00423,SUP0011,8,2,6,8,0.2667,24,0.81,22.5
INV00006424,2025-12-31,S013,P00424,SUP0004,6,1,5,7,0.2333,17,0.948,21.43
INV00006425,2025-12-31,S013,P00425,SUP0014,1,0,1,2,0.0667,6,0.872,14.99
INV00006426,2025-12-31,S013,P00426,SUP0034,2,1,1,3,0.1,6,0.907,10.0
INV00006427,2025-12-31,S013,P00427,SUP0038,4,1,3,4,0.1333,21,0.846,22.51
INV00006428,2025-12-31,S013,P00428,SUP0011,4,0,4,9,0.3,24,0.81,13.33
INV00006429,2025-12-31,S013,P00429,SUP0009,4,3,1,8,0.2667,19,0.914,3.75
INV00006430,2025-12-31,S013,P00430,SUP0041,3,0,3,3,0.1,22,0.875,30.0
INV00006431,2025-12-31,S013,P00431,SUP0044,5,1,4,4,0.1333,29,0.972,30.01
INV00006432,2025-12-31,S013,P00432,SUP0017,2,0,2,4,0.1333,4,0.858,15.0
INV00006433,2025-12-31,S013,P00433,SUP0003,1,1,0,1,0.0333,14,0.947,0.0
INV00006434,2025-12-31,S013,P00434,SUP0010,6,5,1,6,0.2,30,0.95,5.0
INV00006435,2025-12-31,S013,P00435,SUP0005,1,0,1,3,0.1,4,0.858,10.0
INV00006436,2025-12-31,S013,P00436,SUP0004,3,3,0,3,0.1,17,0.948,0.0
INV00006437,2025-12-31,S013,P00437,SUP0026,5,3,2,5,0.1667,4,0.845,12.0
INV00006438,2025-12-31,S013,P00438,SUP0032,2,0,2,3,0.1,2,0.899,20.0
INV00006439,2025-12-31,S013,P00439,SUP0015,3,3,0,6,0.2,5,0.991,0.0
INV00006440,2025-12-31,S013,P00440,SUP0022,7,4,3,5,0.1667,16,0.819,18.0
INV00006441,2025-12-31,S013,P00441,SUP0014,2,0,2,3,0.1,6,0.872,20.0
INV00006442,2025-12-31,S013,P00442,SUP0017,6,3,3,5,0.1667,4,0.858,18.0
INV00006443,2025-12-31,S013,P00443,SUP0021,4,3,1,5,0.1667,24,0.903,6.0
INV00006444,2025-12-31,S013,P00444,SUP0020,7,0,7,11,0.3667,23,0.878,19.09
INV00006445,2025-12-31,S013,P00445,SUP0020,1,1,0,3,0.1,23,0.878,0.0
INV00006446,2025-12-31,S013,P00446,SUP0036,11,0,11,9,0.3,20,0.804,36.67
INV00006447,2025-12-31,S013,P00447,SUP0005,4,3,1,6,0.2,4,0.858,5.0
INV00006448,2025-12-31,S013,P00448,SUP0010,4,0,4,6,0.2,30,0.95,20.0
INV00006449,2025-12-31,S013,P00449,SUP0032,11,7,4,11,0.3667,2,0.899,10.91
INV00006450,2025-12-31,S013,P00450,SUP0038,1,0,1,4,0.1333,21,0.846,7.5
INV00006451,2025-12-31,S013,P00451,SUP0007,9,1,8,8,0.2667,23,0.822,30.0
INV00006452,2025-12-31,S013,P00452,SUP0037,4,3,1,3,0.1,28,0.809,10.0
INV00006453,2025-12-31,S013,P00453,SUP0016,1,0,1,1,0.0333,29,0.922,30.03
INV00006454,2025-12-31,S013,P00454,SUP0019,3,0,3,2,0.0667,26,0.868,44.98
INV00006455,2025-12-31,S013,P00455,SUP0027,5,3,2,7,0.2333,22,0.917,8.57
INV00006456,2025-12-31,S013,P00456,SUP0033,3,2,1,3,0.1,10,0.948,10.0
INV00006457,2025-12-31,S013,P00457,SUP0019,7,3,4,6,0.2,26,0.868,20.0
INV00006458,2025-12-31,S013,P00458,SUP0037,3,0,3,4,0.1333,28,0.809,22.51
INV00006459,2025-12-31,S013,P00459,SUP0035,3,3,0,5,0.1667,20,0.951,0.0
INV00006460,2025-12-31,S013,P00460,SUP0012,5,1,4,4,0.1333,28,0.926,30.01
INV00006461,2025-12-31,S013,P00461,SUP0023,4,1,3,9,0.3,25,0.938,10.0
INV00006462,2025-12-31,S013,P00462,SUP0003,9,5,4,8,0.2667,14,0.947,15.0
INV00006463,2025-12-31,S013,P00463,SUP0043,2,1,1,0,0.0,2,0.829,
INV00006464,2025-12-31,S013,P00464,SUP0013,7,4,3,5,0.1667,22,0.804,18.0
INV00006465,2025-12-31,S013,P00465,SUP0021,4,1,3,7,0.2333,24,0.903,12.86
INV00006466,2025-12-31,S013,P00466,SUP0045,5,1,4,4,0.1333,7,0.847,30.01
INV00006467,2025-12-31,S013,P00467,SUP0033,1,1,0,2,0.0667,10,0.948,0.0
INV00006468,2025-12-31,S013,P00468,SUP0035,9,0,9,9,0.3,20,0.951,30.0
INV00006469,2025-12-31,S013,P00469,SUP0023,9,2,7,10,0.3333,25,0.938,21.0
INV00006470,2025-12-31,S013,P00470,SUP0050,10,4,6,12,0.4,18,0.945,15.0
INV00006471,2025-12-31,S013,P00471,SUP0026,28,2,26,0,0.0,4,0.845,
INV00006472,2025-12-31,S013,P00472,SUP0013,5,1,4,4,0.1333,22,0.804,30.01
INV00006473,2025-12-31,S013,P00473,SUP0012,4,1,3,11,0.3667,28,0.926,8.18
INV00006474,2025-12-31,S013,P00474,SUP0039,5,1,4,4,0.1333,10,0.858,30.01
INV00006475,2025-12-31,S013,P00475,SUP0039,5,5,0,5,0.1667,10,0.858,0.0
INV00006476,2025-12-31,S013,P00476,SUP0038,6,0,6,4,0.1333,21,0.846,45.01
INV00006477,2025-12-31,S013,P00477,SUP0015,2,1,1,3,0.1,5,0.991,10.0
INV00006478,2025-12-31,S013,P00478,SUP0041,6,6,0,4,0.1333,22,0.875,0.0
INV00006479,2025-12-31,S013,P00479,SUP0011,2,2,0,5,0.1667,24,0.81,0.0
INV00006480,2025-12-31,S013,P00480,SUP0002,1,1,0,2,0.0667,14,0.955,0.0
INV00006481,2025-12-31,S013,P00481,SUP0014,10,0,10,8,0.2667,6,0.872,37.5
INV00006482,2025-12-31,S013,P00482,SUP0016,2,0,2,3,0.1,29,0.922,20.0
INV00006483,2025-12-31,S013,P00483,SUP0038,3,0,3,4,0.1333,21,0.846,22.51
INV00006484,2025-12-31,S013,P00484,SUP0020,21,4,17,0,0.0,23,0.878,
INV00006485,2025-12-31,S013,P00485,SUP0034,3,1,2,6,0.2,6,0.907,10.0
INV00006486,2025-12-31,S013,P00486,SUP0012,7,2,5,5,0.1667,28,0.926,29.99
INV00006487,2025-12-31,S013,P00487,SUP0045,3,1,2,2,0.0667,7,0.847,29.99
INV00006488,2025-12-31,S013,P00488,SUP0029,1,1,0,1,0.0333,6,0.9,0.0
INV00006489,2025-12-31,S013,P00489,SUP0038,14,9,5,0,0.0,21,0.846,
INV00006490,2025-12-31,S013,P00490,SUP0025,2,0,2,4,0.1333,24,0.983,15.0
INV00006491,2025-12-31,S013,P00491,SUP0010,5,5,0,5,0.1667,30,0.95,0.0
INV00006492,2025-12-31,S013,P00492,SUP0046,20,0,20,16,0.5333,5,0.844,37.5
INV00006493,2025-12-31,S013,P00493,SUP0006,9,5,4,8,0.2667,12,0.852,15.0
INV00006494,2025-12-31,S013,P00494,SUP0048,4,1,3,3,0.1,25,0.813,30.0
INV00006495,2025-12-31,S013,P00495,SUP0018,11,2,9,8,0.2667,17,0.888,33.75
INV00006496,2025-12-31,S013,P00496,SUP0027,3,3,0,3,0.1,22,0.917,0.0
INV00006497,2025-12-31,S013,P00497,SUP0011,6,3,3,6,0.2,24,0.81,15.0
INV00006498,2025-12-31,S013,P00498,SUP0038,2,2,0,6,0.2,21,0.846,0.0
INV00006499,2025-12-31,S013,P00499,SUP0018,1,1,0,4,0.1333,17,0.888,0.0
INV00006500,2025-12-31,S013,P00500,SUP0038,18,9,9,0,0.0,21,0.846,
INV00006501,2025-12-31,S014,P00001,SUP0043,4,2,2,4,0.1333,2,0.829,15.0
INV00006502,2025-12-31,S014,P00002,SUP0022,5,4,1,5,0.1667,16,0.819,6.0
INV00006503,2025-12-31,S014,P00003,SUP0023,2,1,1,3,0.1,25,0.938,10.0
INV00006504,2025-12-31,S014,P00004,SUP0018,7,1,6,6,0.2,17,0.888,30.0
INV00006505,2025-12-31,S014,P00005,SUP0016,6,2,4,8,0.2667,29,0.922,15.0
INV00006506,2025-12-31,S014,P00006,SUP0034,5,2,3,5,0.1667,6,0.907,18.0
INV00006507,2025-12-31,S014,P00007,SUP0014,4,3,1,3,0.1,6,0.872,10.0
INV00006508,2025-12-31,S014,P00008,SUP0017,1,1,0,1,0.0333,4,0.858,0.0
INV00006509,2025-12-31,S014,P00009,SUP0015,4,3,1,4,0.1333,5,0.991,7.5
INV00006510,2025-12-31,S014,P00010,SUP0013,1,0,1,1,0.0333,22,0.804,30.03
INV00006511,2025-12-31,S014,P00011,SUP0034,4,2,2,6,0.2,6,0.907,10.0
INV00006512,2025-12-31,S014,P00012,SUP0014,4,1,3,3,0.1,6,0.872,30.0
INV00006513,2025-12-31,S014,P00013,SUP0029,2,2,0,4,0.1333,6,0.9,0.0
INV00006514,2025-12-31,S014,P00014,SUP0011,1,1,0,1,0.0333,24,0.81,0.0
INV00006515,2025-12-31,S014,P00015,SUP0010,9,5,4,8,0.2667,30,0.95,15.0
INV00006516,2025-12-31,S014,P00016,SUP0020,4,0,4,3,0.1,23,0.878,40.0
INV00006517,2025-12-31,S014,P00017,SUP0015,1,0,1,2,0.0667,5,0.991,14.99
INV00006518,2025-12-31,S014,P00018,SUP0008,9,0,9,6,0.2,14,0.883,45.0
INV00006519,2025-12-31,S014,P00019,SUP0003,6,1,5,5,0.1667,14,0.947,29.99
INV00006520,2025-12-31,S014,P00020,SUP0045,3,1,2,5,0.1667,7,0.847,12.0
INV00006521,2025-12-31,S014,P00021,SUP0049,3,1,2,3,0.1,16,0.829,20.0
INV00006522,2025-12-31,S014,P00022,SUP0026,5,2,3,4,0.1333,4,0.845,22.51
INV00006523,2025-12-31,S014,P00023,SUP0049,5,1,4,8,0.2667,16,0.829,15.0
INV00006524,2025-12-31,S014,P00024,SUP0015,10,1,9,9,0.3,5,0.991,30.0
INV00006525,2025-12-31,S014,P00025,SUP0040,3,0,3,5,0.1667,11,0.951,18.0
INV00006526,2025-12-31,S014,P00026,SUP0008,1,1,0,1,0.0333,14,0.883,0.0
INV00006527,2025-12-31,S014,P00027,SUP0021,15,0,15,10,0.3333,24,0.903,45.0
INV00006528,2025-12-31,S014,P00028,SUP0019,6,5,1,12,0.4,26,0.868,2.5
INV00006529,2025-12-31,S014,P00029,SUP0035,10,8,2,7,0.2333,20,0.951,8.57
INV00006530,2025-12-31,S014,P00030,SUP0010,4,2,2,9,0.3,30,0.95,6.67
INV00006531,2025-12-31,S014,P00031,SUP0012,4,1,3,8,0.2667,28,0.926,11.25
INV00006532,2025-12-31,S014,P00032,SUP0015,3,3,0,3,0.1,5,0.991,0.0
INV00006533,2025-12-31,S014,P00033,SUP0038,4,1,3,3,0.1,21,0.846,30.0
INV00006534,2025-12-31,S014,P00034,SUP0046,6,3,3,8,0.2667,5,0.844,11.25
INV00006535,2025-12-31,S014,P00035,SUP0025,4,1,3,3,0.1,24,0.983,30.0
INV00006536,2025-12-31,S014,P00036,SUP0044,7,3,4,0,0.0,29,0.972,
INV00006537,2025-12-31,S014,P00037,SUP0033,1,1,0,2,0.0667,10,0.948,0.0
INV00006538,2025-12-31,S014,P00038,SUP0028,9,4,5,8,0.2667,3,0.981,18.75
INV00006539,2025-12-31,S014,P00039,SUP0016,10,7,3,7,0.2333,29,0.922,12.86
INV00006540,2025-12-31,S014,P00040,SUP0024,1,1,0,1,0.0333,23,0.912,0.0
INV00006541,2025-12-31,S014,P00041,SUP0029,3,0,3,3,0.1,6,0.9,30.0
INV00006542,2025-12-31,S014,P00042,SUP0022,2,1,1,3,0.1,16,0.819,10.0
INV00006543,2025-12-31,S014,P00043,SUP0035,10,10,0,10,0.3333,20,0.951,0.0
INV00006544,2025-12-31,S014,P00044,SUP0044,3,0,3,7,0.2333,29,0.972,12.86
INV00006545,2025-12-31,S014,P00045,SUP0046,3,2,1,5,0.1667,5,0.844,6.0
INV00006546,2025-12-31,S014,P00046,SUP0009,7,0,7,6,0.2,19,0.914,35.0
INV00006547,2025-12-31,S014,P00047,SUP0045,1,0,1,2,0.0667,7,0.847,14.99
INV00006548,2025-12-31,S014,P00048,SUP0008,8,3,5,6,0.2,14,0.883,25.0
INV00006549,2025-12-31,S014,P00049,SUP0006,11,6,5,8,0.2667,12,0.852,18.75
INV00006550,2025-12-31,S014,P00050,SUP0046,3,0,3,4,0.1333,5,0.844,22.51
INV00006551,2025-12-31,S014,P00051,SUP0003,12,2,10,12,0.4,14,0.947,25.0
INV00006552,2025-12-31,S014,P00052,SUP0005,10,2,8,14,0.4667,4,0.858,17.14
INV00006553,2025-12-31,S014,P00053,SUP0047,4,4,0,3,0.1,23,0.949,0.0
INV00006554,2025-12-31,S014,P00054,SUP0011,2,0,2,2,0.0667,24,0.81,29.99
INV00006555,2025-12-31,S014,P00055,SUP0048,3,3,0,3,0.1,25,0.813,0.0
INV00006556,2025-12-31,S014,P00056,SUP0002,4,4,0,4,0.1333,14,0.955,0.0
INV00006557,2025-12-31,S014,P00057,SUP0009,7,3,4,10,0.3333,19,0.914,12.0
INV00006558,2025-12-31,S014,P00058,SUP0007,4,3,1,12,0.4,23,0.822,2.5
INV00006559,2025-12-31,S014,P00059,SUP0042,6,6,0,8,0.2667,25,0.975,0.0
INV00006560,2025-12-31,S014,P00060,SUP0009,1,1,0,1,0.0333,19,0.914,0.0
INV00006561,2025-12-31,S014,P00061,SUP0029,2,2,0,6,0.2,6,0.9,0.0
INV00006562,2025-12-31,S014,P00062,SUP0019,3,0,3,3,0.1,26,0.868,30.0
INV00006563,2025-12-31,S014,P00063,SUP0027,3,2,1,3,0.1,22,0.917,10.0
INV00006564,2025-12-31,S014,P00064,SUP0008,13,2,11,21,0.7,14,0.883,15.71
INV00006565,2025-12-31,S014,P00065,SUP0028,2,2,0,2,0.0667,3,0.981,0.0
INV00006566,2025-12-31,S014,P00066,SUP0004,3,2,1,5,0.1667,17,0.948,6.0
INV00006567,2025-12-31,S014,P00067,SUP0032,10,6,4,7,0.2333,2,0.899,17.15
INV00006568,2025-12-31,S014,P00068,SUP0006,5,4,1,14,0.4667,12,0.852,2.14
INV00006569,2025-12-31,S014,P00069,SUP0032,16,2,14,13,0.4333,2,0.899,32.31
INV00006570,2025-12-31,S014,P00070,SUP0048,3,3,0,4,0.1333,25,0.813,0.0
INV00006571,2025-12-31,S014,P00071,SUP0036,7,7,0,5,0.1667,20,0.804,0.0
INV00006572,2025-12-31,S014,P00072,SUP0031,2,1,1,3,0.1,21,0.958,10.0
INV00006573,2025-12-31,S014,P00073,SUP0042,3,0,3,4,0.1333,25,0.975,22.51
INV00006574,2025-12-31,S014,P00074,SUP0011,4,2,2,3,0.1,24,0.81,20.0
INV00006575,2025-12-31,S014,P00075,SUP0001,1,1,0,4,0.1333,18,0.967,0.0
INV00006576,2025-12-31,S014,P00076,SUP0030,2,2,0,4,0.1333,11,0.96,0.0
INV00006577,2025-12-31,S014,P00077,SUP0008,6,5,1,6,0.2,14,0.883,5.0
INV00006578,2025-12-31,S014,P00078,SUP0044,4,4,0,3,0.1,29,0.972,0.0
INV00006579,2025-12-31,S014,P00079,SUP0045,9,3,6,7,0.2333,7,0.847,25.72
INV00006580,2025-12-31,S014,P00080,SUP0027,2,1,1,2,0.0667,22,0.917,14.99
INV00006581,2025-12-31,S014,P00081,SUP0019,2,0,2,3,0.1,26,0.868,20.0
INV00006582,2025-12-31,S014,P00082,SUP0022,28,3,25,0,0.0,16,0.819,
INV00006583,2025-12-31,S014,P00083,SUP0036,1,1,0,2,0.0667,20,0.804,0.0
INV00006584,2025-12-31,S014,P00084,SUP0035,9,5,4,8,0.2667,20,0.951,15.0
INV00006585,2025-12-31,S014,P00085,SUP0028,5,0,5,4,0.1333,3,0.981,37.51
INV00006586,2025-12-31,S014,P00086,SUP0004,2,1,1,7,0.2333,17,0.948,4.29
INV00006587,2025-12-31,S014,P00087,SUP0002,4,2,2,4,0.1333,14,0.955,15.0
INV00006588,2025-12-31,S014,P00088,SUP0037,8,8,0,7,0.2333,28,0.809,0.0
INV00006589,2025-12-31,S014,P00089,SUP0013,1,0,1,2,0.0667,22,0.804,14.99
INV00006590,2025-12-31,S014,P00090,SUP0001,4,4,0,5,0.1667,18,0.967,0.0
INV00006591,2025-12-31,S014,P00091,SUP0034,3,2,1,3,0.1,6,0.907,10.0
INV00006592,2025-12-31,S014,P00092,SUP0050,8,5,3,9,0.3,18,0.945,10.0
INV00006593,2025-12-31,S014,P00093,SUP0021,1,0,1,1,0.0333,24,0.903,30.03
INV00006594,2025-12-31,S014,P00094,SUP0008,8,6,2,6,0.2,14,0.883,10.0
INV00006595,2025-12-31,S014,P00095,SUP0002,6,5,1,5,0.1667,14,0.955,6.0
INV00006596,2025-12-31,S014,P00096,SUP0026,6,3,3,8,0.2667,4,0.845,11.25
INV00006597,2025-12-31,S014,P00097,SUP0049,1,0,1,2,0.0667,16,0.829,14.99
INV00006598,2025-12-31,S014,P00098,SUP0042,5,0,5,4,0.1333,25,0.975,37.51
INV00006599,2025-12-31,S014,P00099,SUP0021,2,1,1,2,0.0667,24,0.903,14.99
INV00006600,2025-12-31,S014,P00100,SUP0008,3,0,3,5,0.1667,14,0.883,18.0
INV00006601,2025-12-31,S014,P00101,SUP0011,5,3,2,4,0.1333,24,0.81,15.0
INV00006602,2025-12-31,S014,P00102,SUP0044,1,1,0,2,0.0667,29,0.972,0.0
INV00006603,2025-12-31,S014,P00103,SUP0038,3,2,1,3,0.1,21,0.846,10.0
INV00006604,2025-12-31,S014,P00104,SUP0017,1,1,0,1,0.0333,4,0.858,0.0
INV00006605,2025-12-31,S014,P00105,SUP0047,5,2,3,4,0.1333,23,0.949,22.51
INV00006606,2025-12-31,S014,P00106,SUP0041,6,6,0,7,0.2333,22,0.875,0.0
INV00006607,2025-12-31,S014,P00107,SUP0018,6,5,1,5,0.1667,17,0.888,6.0
INV00006608,2025-12-31,S014,P00108,SUP0032,5,1,4,4,0.1333,2,0.899,30.01
INV00006609,2025-12-31,S014,P00109,SUP0039,3,3,0,3,0.1,10,0.858,0.0
INV00006610,2025-12-31,S014,P00110,SUP0014,3,1,2,2,0.0667,6,0.872,29.99
INV00006611,2025-12-31,S014,P00111,SUP0033,11,9,2,9,0.3,10,0.948,6.67
INV00006612,2025-12-31,S014,P00112,SUP0018,11,0,11,13,0.4333,17,0.888,25.39
INV00006613,2025-12-31,S014,P00113,SUP0036,9,5,4,7,0.2333,20,0.804,17.15
INV00006614,2025-12-31,S014,P00114,SUP0042,4,2,2,5,0.1667,25,0.975,12.0
INV00006615,2025-12-31,S014,P00115,SUP0020,10,4,6,7,0.2333,23,0.878,25.72
INV00006616,2025-12-31,S014,P00116,SUP0034,2,1,1,6,0.2,6,0.907,5.0
INV00006617,2025-12-31,S014,P00117,SUP0010,2,0,2,2,0.0667,30,0.95,29.99
