return_id,original_order_id,original_order_item_id,customer_id,return_timestamp,returned_quantity,refund_amount,return_type,return_reason
R0000018042,O0000090110,OI000000275042,C0025849,2025-11-12 11:58:33,1,97.54,FULL_LINE_RETURN,DEFECTIVE
R0000018043,O0000061310,OI000000186717,C0017355,2024-11-09 11:25:12,1,51.2,FULL_LINE_RETURN,SIZE_ISSUE
R0000018044,O0000022479,OI000000068431,C0006323,2025-10-09 15:34:38,1,103.07,FULL_LINE_RETURN,DAMAGED
R0000018045,O0000053068,OI000000161642,C0014989,2025-11-24 20:08:50,1,59.68,FULL_LINE_RETURN,WRONG_ITEM
R0000018046,O0000125395,OI000000383622,C0035949,2025-09-06 18:08:21,1,30.23,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018047,O0000151481,OI000000463166,C0043312,2024-10-21 09:39:52,2,8.82,FULL_LINE_RETURN,DAMAGED
R0000018048,O0000036761,OI000000112111,C0010417,2025-01-15 06:51:46,1,26.14,FULL_LINE_RETURN,WRONG_ITEM
R0000018049,O0000087763,OI000000267754,C0025186,2025-09-22 18:36:26,1,1.57,FULL_LINE_RETURN,SIZE_ISSUE
R0000018050,O0000172245,OI000000526502,C0049148,2025-12-19 18:54:02,1,33.68,FULL_LINE_RETURN,SIZE_ISSUE
R0000018051,O0000025562,OI000000077903,C0007153,2025-12-28 10:02:56,1,49.13,FULL_LINE_RETURN,DEFECTIVE
R0000018052,O0000164475,OI000000502926,C0046923,2025-01-27 14:32:06,2,84.46,FULL_LINE_RETURN,WRONG_ITEM
R0000018053,O0000026367,OI000000080365,C0007398,2025-08-25 18:28:30,1,783.15,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018054,O0000129589,OI000000396405,C0037158,2025-12-31 16:26:46,1,36.85,FULL_LINE_RETURN,SIZE_ISSUE
R0000018055,O0000067061,OI000000204305,C0018999,2025-11-21 23:03:38,1,43.95,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018056,O0000103107,OI000000315049,C0029510,2025-11-07 23:19:19,1,51.47,FULL_LINE_RETURN,DAMAGED
R0000018057,O0000006737,OI000000020528,C0001851,2024-03-13 12:19:30,1,8.39,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018058,O0000048895,OI000000149077,C0013815,2025-12-31 08:45:39,1,10.03,FULL_LINE_RETURN,DAMAGED
R0000018059,O0000163230,OI000000499090,C0046575,2025-02-10 17:22:44,3,88.62,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018060,O0000058066,OI000000176699,C0016440,2025-10-12 12:28:33,1,5.85,FULL_LINE_RETURN,WRONG_ITEM
R0000018061,O0000117060,OI000000357892,C0033581,2025-12-30 18:54:10,1,11.89,FULL_LINE_RETURN,DAMAGED
R0000018062,O0000172821,OI000000528297,C0049322,2025-01-26 09:45:46,1,86.58,FULL_LINE_RETURN,SIZE_ISSUE
R0000018063,O0000010355,OI000000031448,C0002937,2025-09-01 15:24:57,1,3.73,FULL_LINE_RETURN,WRONG_ITEM
R0000018064,O0000135518,OI000000414515,C0038749,2025-12-24 09:05:01,1,15.15,FULL_LINE_RETURN,UNWANTED
R0000018065,O0000074520,OI000000227278,C0021235,2025-06-02 07:48:24,2,1374.54,FULL_LINE_RETURN,DAMAGED
R0000018066,O0000079428,OI000000242352,C0022736,2025-02-24 07:28:21,1,1.94,FULL_LINE_RETURN,UNWANTED
R0000018067,O0000161601,OI000000494153,C0046114,2025-12-22 10:16:46,1,23.78,FULL_LINE_RETURN,WRONG_ITEM
R0000018068,O0000088497,OI000000270016,C0025387,2025-11-21 03:50:05,1,110.76,FULL_LINE_RETURN,DAMAGED
R0000018069,O0000172434,OI000000527091,C0049195,2024-09-04 11:18:51,1,17.23,FULL_LINE_RETURN,DAMAGED
R0000018070,O0000001200,OI000000003613,C0000329,2025-09-20 03:31:36,1,37.74,FULL_LINE_RETURN,DEFECTIVE
R0000018071,O0000147930,OI000000452431,C0042322,2025-12-30 01:44:16,1,18.63,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018072,O0000154662,OI000000472755,C0044184,2025-08-26 08:35:16,1,29.11,FULL_LINE_RETURN,SIZE_ISSUE
R0000018073,O0000065377,OI000000199224,C0018539,2024-09-01 20:58:30,1,148.26,FULL_LINE_RETURN,DEFECTIVE
R0000018074,O0000096220,OI000000293855,C0027592,2025-01-22 10:01:41,1,3.74,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018075,O0000138704,OI000000424317,C0039780,2025-04-25 03:18:03,1,227.61,FULL_LINE_RETURN,DAMAGED
R0000018076,O0000150765,OI000000461042,C0043122,2025-01-11 00:52:43,1,42.79,FULL_LINE_RETURN,SIZE_ISSUE
R0000018077,O0000065056,OI000000198281,C0018455,2025-03-30 12:54:50,1,72.6,FULL_LINE_RETURN,SIZE_ISSUE
R0000018078,O0000066496,OI000000202528,C0018853,2025-12-14 18:09:03,2,6.8,PARTIAL_LINE_RETURN,UNWANTED
R0000018079,O0000066350,OI000000202091,C0018823,2025-12-15 22:46:08,1,106.97,FULL_LINE_RETURN,UNWANTED
R0000018080,O0000050023,OI000000152381,C0014111,2025-06-12 06:55:00,1,3.77,FULL_LINE_RETURN,DEFECTIVE
R0000018081,O0000125993,OI000000385480,C0036129,2025-09-11 12:35:22,1,295.62,PARTIAL_LINE_RETURN,DAMAGED
R0000018082,O0000130356,OI000000398767,C0037382,2025-12-18 01:49:44,1,21.05,FULL_LINE_RETURN,UNWANTED
R0000018083,O0000045911,OI000000140035,C0012955,2025-03-20 10:28:49,1,9.32,FULL_LINE_RETURN,DAMAGED
R0000018084,O0000013134,OI000000039967,C0003712,2024-08-09 05:22:37,1,14.3,FULL_LINE_RETURN,WRONG_ITEM
R0000018085,O0000173214,OI000000529503,C0049443,2025-02-10 23:16:55,1,32.36,FULL_LINE_RETURN,SIZE_ISSUE
R0000018086,O0000076260,OI000000232529,C0021749,2025-04-29 08:45:35,1,93.27,FULL_LINE_RETURN,DEFECTIVE
R0000018087,O0000048538,OI000000147982,C0013713,2025-06-29 12:40:07,2,49.78,FULL_LINE_RETURN,WRONG_ITEM
R0000018088,O0000018601,OI000000056509,C0005317,2024-09-14 22:50:40,1,8.97,FULL_LINE_RETURN,WRONG_ITEM
R0000018089,O0000039870,OI000000121517,C0011250,2025-07-14 02:22:29,1,153.15,FULL_LINE_RETURN,SIZE_ISSUE
R0000018090,O0000126493,OI000000386968,C0036286,2025-12-22 07:36:25,1,454.54,FULL_LINE_RETURN,DAMAGED
R0000018091,O0000114534,OI000000350283,C0032786,2024-12-29 10:50:26,5,653.8,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018092,O0000051481,OI000000156841,C0014558,2025-08-01 17:01:41,1,96.91,FULL_LINE_RETURN,DAMAGED
R0000018093,O0000114907,OI000000351451,C0032913,2025-11-21 03:58:55,1,12.66,FULL_LINE_RETURN,DEFECTIVE
R0000018094,O0000117812,OI000000360244,C0033767,2025-07-15 07:49:24,1,26.14,FULL_LINE_RETURN,SIZE_ISSUE
R0000018095,O0000055712,OI000000169426,C0015733,2025-08-25 22:24:08,1,59.56,FULL_LINE_RETURN,UNWANTED
R0000018096,O0000094003,OI000000287021,C0027008,2025-11-08 21:21:07,1,52.26,FULL_LINE_RETURN,DEFECTIVE
R0000018097,O0000143940,OI000000440192,C0041281,2025-08-16 15:51:29,1,95.93,PARTIAL_LINE_RETURN,UNWANTED
R0000018098,O0000033569,OI000000102228,C0009490,2024-11-05 14:50:48,2,49.18,FULL_LINE_RETURN,WRONG_ITEM
R0000018099,O0000096525,OI000000294839,C0027682,2025-01-10 00:16:58,1,92.63,FULL_LINE_RETURN,WRONG_ITEM
R0000018100,O0000125452,OI000000383799,C0035961,2025-02-11 06:16:17,1,43.96,FULL_LINE_RETURN,SIZE_ISSUE
R0000018101,O0000068334,OI000000208221,C0019374,2025-12-30 18:27:13,1,15.53,FULL_LINE_RETURN,DAMAGED
R0000018102,O0000174328,OI000000532889,C0049748,2025-09-03 14:50:58,1,7.66,PARTIAL_LINE_RETURN,WRONG_ITEM
R0000018103,O0000049232,OI000000150047,C0013885,2025-12-27 05:52:23,1,21.01,FULL_LINE_RETURN,DEFECTIVE
R0000018104,O0000048836,OI000000148898,C0013805,2025-12-27 05:31:32,3,582.81,FULL_LINE_RETURN,UNWANTED
R0000018105,O0000033606,OI000000102337,C0009507,2024-06-28 20:04:14,1,59.56,FULL_LINE_RETURN,SIZE_ISSUE
R0000018106,O0000019347,OI000000058839,C0005493,2025-10-03 07:58:56,1,30.23,FULL_LINE_RETURN,UNWANTED
R0000018107,O0000168201,OI000000514286,C0047946,2025-06-07 04:48:16,1,23.39,FULL_LINE_RETURN,DEFECTIVE
R0000018108,O0000014793,OI000000044927,C0004202,2024-07-09 13:12:26,1,97.8,PARTIAL_LINE_RETURN,UNWANTED
R0000018109,O0000068504,OI000000208742,C0019411,2025-11-21 02:33:11,2,9.83,FULL_LINE_RETURN,SIZE_ISSUE
R0000018110,O0000003332,OI000000010211,C0000900,2024-11-21 04:17:45,1,15.7,FULL_LINE_RETURN,DEFECTIVE
R0000018111,O0000025666,OI000000078223,C0007183,2025-10-02 15:26:40,2,130.3,FULL_LINE_RETURN,UNWANTED
R0000018112,O0000000568,OI000000001683,C0000171,2025-11-18 11:11:26,1,80.86,FULL_LINE_RETURN,UNWANTED
R0000018113,O0000093943,OI000000286828,C0026988,2025-12-02 20:13:03,1,16.73,PARTIAL_LINE_RETURN,UNWANTED
R0000018114,O0000127443,OI000000389897,C0036539,2025-02-03 11:51:34,1,50.73,FULL_LINE_RETURN,DAMAGED
R0000018115,O0000063658,OI000000193978,C0018061,2025-08-13 00:19:04,1,79.02,FULL_LINE_RETURN,SIZE_ISSUE
R0000018116,O0000005409,OI000000016521,C0001481,2025-01-28 12:26:24,1,166.29,FULL_LINE_RETURN,DAMAGED
R0000018117,O0000065748,OI000000200273,C0018626,2025-01-21 20:09:30,1,247.94,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018118,O0000119014,OI000000363949,C0034118,2025-09-25 09:54:50,1,12.69,FULL_LINE_RETURN,DEFECTIVE
R0000018119,O0000051744,OI000000157648,C0014609,2025-12-25 04:08:32,1,142.81,FULL_LINE_RETURN,UNWANTED
R0000018120,O0000099116,OI000000302711,C0028395,2025-12-31 22:41:23,1,127.64,FULL_LINE_RETURN,UNWANTED
R0000018121,O0000040823,OI000000124456,C0011476,2025-08-04 16:08:40,1,11.68,FULL_LINE_RETURN,WRONG_ITEM
R0000018122,O0000067712,OI000000206324,C0019202,2025-09-03 10:43:04,1,5.47,FULL_LINE_RETURN,DAMAGED
R0000018123,O0000066317,OI000000201966,C0018815,2025-09-15 21:03:14,1,118.26,FULL_LINE_RETURN,SIZE_ISSUE
R0000018124,O0000132947,OI000000406817,C0038077,2025-11-06 06:35:27,3,13.49,FULL_LINE_RETURN,DAMAGED
R0000018125,O0000153902,OI000000470450,C0043970,2025-12-28 10:10:17,5,863.35,FULL_LINE_RETURN,SIZE_ISSUE
R0000018126,O0000093366,OI000000285104,C0026820,2025-10-20 07:09:13,2,16.78,PARTIAL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018127,O0000069715,OI000000212379,C0019760,2025-12-30 16:34:24,1,3.74,FULL_LINE_RETURN,UNWANTED
R0000018128,O0000015564,OI000000047245,C0004416,2025-11-20 07:28:27,1,58.69,FULL_LINE_RETURN,WRONG_ITEM
R0000018129,O0000091082,OI000000277976,C0026150,2025-09-16 09:48:26,1,34.07,FULL_LINE_RETURN,DEFECTIVE
R0000018130,O0000029724,OI000000090659,C0008383,2025-12-31 22:40:53,1,115.53,FULL_LINE_RETURN,SIZE_ISSUE
R0000018131,O0000143347,OI000000438325,C0041125,2024-08-29 06:07:23,1,8.83,FULL_LINE_RETURN,WRONG_ITEM
R0000018132,O0000160406,OI000000490410,C0045789,2024-11-19 21:15:54,2,490.16,PARTIAL_LINE_RETURN,SIZE_ISSUE
R0000018133,O0000045453,OI000000138574,C0012834,2025-07-27 01:22:47,1,29.2,FULL_LINE_RETURN,DEFECTIVE
R0000018134,O0000148635,OI000000454500,C0042512,2025-10-22 20:04:57,1,59.79,FULL_LINE_RETURN,DEFECTIVE
R0000018135,O0000066477,OI000000202461,C0018847,2024-11-04 21:34:13,1,38.1,FULL_LINE_RETURN,DEFECTIVE
R0000018136,O0000106504,OI000000325489,C0030503,2025-12-30 18:08:36,1,105.12,FULL_LINE_RETURN,UNWANTED
R0000018137,O0000002750,OI000000008431,C0000736,2025-08-11 16:44:03,1,19.75,FULL_LINE_RETURN,WRONG_ITEM
R0000018138,O0000003391,OI000000010363,C0000918,2025-05-20 12:43:36,1,123.43,FULL_LINE_RETURN,WRONG_ITEM
R0000018139,O0000002285,OI000000007049,C0000613,2025-10-11 11:29:06,1,104.67,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018140,O0000012227,OI000000037129,C0003433,2025-12-20 21:49:04,1,303.66,FULL_LINE_RETURN,UNWANTED
R0000018141,O0000015182,OI000000046146,C0004306,2025-10-16 18:17:01,1,322.21,FULL_LINE_RETURN,DEFECTIVE
R0000018142,O0000073576,OI000000224364,C0020938,2025-08-31 02:55:53,1,303.66,FULL_LINE_RETURN,DAMAGED
R0000018143,O0000094978,OI000000290001,C0027258,2025-05-22 15:14:52,1,220.14,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018144,O0000124490,OI000000380817,C0035701,2024-12-30 21:51:25,2,233.18,FULL_LINE_RETURN,SIZE_ISSUE
R0000018145,O0000072794,OI000000221960,C0020712,2025-03-02 01:36:18,1,4.73,FULL_LINE_RETURN,DAMAGED
R0000018146,O0000095299,OI000000290972,C0027330,2025-06-27 12:36:50,1,727.64,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018147,O0000041358,OI000000126093,C0011600,2024-12-31 21:07:32,1,23.99,FULL_LINE_RETURN,DEFECTIVE
R0000018148,O0000129957,OI000000397567,C0037250,2025-08-21 00:10:24,1,214.19,PARTIAL_LINE_RETURN,SIZE_ISSUE
R0000018149,O0000101043,OI000000308698,C0028924,2025-11-01 03:53:26,1,252.9,FULL_LINE_RETURN,DAMAGED
R0000018150,O0000016993,OI000000051643,C0004828,2025-11-20 18:48:19,1,413.24,PARTIAL_LINE_RETURN,WRONG_ITEM
R0000018151,O0000122358,OI000000374270,C0035103,2025-06-16 09:42:29,2,52.43,PARTIAL_LINE_RETURN,DAMAGED
R0000018152,O0000022526,OI000000068556,C0006331,2025-12-27 07:52:04,2,32.14,FULL_LINE_RETURN,DEFECTIVE
R0000018153,O0000068988,OI000000210162,C0019553,2025-04-09 17:33:25,3,72.39,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018154,O0000000501,OI000000001476,C0000153,2025-12-24 21:29:01,1,178.97,FULL_LINE_RETURN,SIZE_ISSUE
R0000018155,O0000010601,OI000000032219,C0002995,2025-12-28 23:11:02,1,26.01,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018156,O0000163864,OI000000501039,C0046764,2025-11-13 04:38:08,1,651.31,FULL_LINE_RETURN,WRONG_ITEM
R0000018157,O0000136774,OI000000418344,C0039153,2025-10-13 13:08:09,1,7.46,FULL_LINE_RETURN,UNWANTED
R0000018158,O0000140628,OI000000430048,C0040368,2025-09-09 05:46:38,1,179.2,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018159,O0000100220,OI000000306133,C0028668,2024-12-31 23:48:30,1,34.04,FULL_LINE_RETURN,DAMAGED
R0000018160,O0000139692,OI000000427332,C0040081,2025-10-14 22:05:59,1,6.53,FULL_LINE_RETURN,DEFECTIVE
R0000018161,O0000024978,OI000000076078,C0007009,2025-12-31 22:02:29,1,5.6,FULL_LINE_RETURN,UNWANTED
R0000018162,O0000085013,OI000000259358,C0024393,2025-05-02 21:06:19,1,79.02,FULL_LINE_RETURN,SIZE_ISSUE
R0000018163,O0000121610,OI000000371970,C0034864,2025-12-13 23:09:04,1,34.04,FULL_LINE_RETURN,UNWANTED
R0000018164,O0000064652,OI000000197007,C0018338,2025-08-28 11:16:50,1,19.79,FULL_LINE_RETURN,SIZE_ISSUE
R0000018165,O0000027840,OI000000084817,C0007836,2025-12-08 22:24:03,3,8.37,FULL_LINE_RETURN,DAMAGED
R0000018166,O0000079124,OI000000241461,C0022636,2025-12-17 00:23:20,1,164.45,FULL_LINE_RETURN,UNWANTED
R0000018167,O0000145735,OI000000445614,C0041712,2025-11-23 15:50:22,1,27.58,FULL_LINE_RETURN,UNWANTED
R0000018168,O0000007602,OI000000023143,C0002117,2025-08-22 14:47:10,3,17.91,FULL_LINE_RETURN,DAMAGED
R0000018169,O0000063767,OI000000194289,C0018095,2025-12-31 02:33:56,3,16.74,FULL_LINE_RETURN,DEFECTIVE
R0000018170,O0000167640,OI000000512561,C0047790,2025-05-14 19:33:58,1,11.24,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018171,O0000101459,OI000000309913,C0029041,2025-05-15 19:59:12,1,29.3,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018172,O0000032080,OI000000097758,C0009040,2025-09-17 09:34:39,3,335.79,FULL_LINE_RETURN,UNWANTED
R0000018173,O0000102950,OI000000314562,C0029470,2025-12-10 02:58:30,1,25.21,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018174,O0000076466,OI000000233165,C0021817,2025-09-02 03:25:22,1,61.33,FULL_LINE_RETURN,DEFECTIVE
R0000018175,O0000142290,OI000000435104,C0040816,2025-12-05 21:11:22,1,12.03,FULL_LINE_RETURN,DEFECTIVE
R0000018176,O0000044517,OI000000135793,C0012563,2025-05-20 15:11:14,1,116.77,FULL_LINE_RETURN,UNWANTED
R0000018177,O0000129502,OI000000396169,C0037141,2025-11-25 07:31:44,1,25.0,FULL_LINE_RETURN,UNWANTED
R0000018178,O0000069379,OI000000211378,C0019672,2025-12-01 08:01:51,2,37.52,FULL_LINE_RETURN,SIZE_ISSUE
R0000018179,O0000114699,OI000000350786,C0032846,2025-11-15 11:25:43,1,13.15,PARTIAL_LINE_RETURN,DEFECTIVE
R0000018180,O0000068405,OI000000208430,C0019389,2025-11-19 18:38:07,2,277.46,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018181,O0000141576,OI000000432831,C0040597,2025-07-05 05:35:34,1,56.66,FULL_LINE_RETURN,UNWANTED
R0000018182,O0000052722,OI000000160592,C0014877,2025-11-01 22:00:07,1,7.74,FULL_LINE_RETURN,DEFECTIVE
R0000018183,O0000154628,OI000000472651,C0044175,2025-02-15 18:26:43,1,13.18,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018184,O0000084973,OI000000259245,C0024383,2025-02-18 11:04:37,1,138.73,FULL_LINE_RETURN,UNWANTED
R0000018185,O0000075456,OI000000230038,C0021526,2025-11-18 11:06:36,1,15.37,FULL_LINE_RETURN,SIZE_ISSUE
R0000018186,O0000120584,OI000000368756,C0034587,2025-03-30 00:35:20,1,8.39,FULL_LINE_RETURN,DAMAGED
R0000018187,O0000043609,OI000000132980,C0012251,2024-10-27 05:31:44,3,284.61,FULL_LINE_RETURN,SIZE_ISSUE
R0000018188,O0000045457,OI000000138584,C0012835,2025-12-09 19:22:01,1,274.42,FULL_LINE_RETURN,UNWANTED
R0000018189,O0000039472,OI000000120249,C0011145,2025-04-30 21:42:31,1,14.3,FULL_LINE_RETURN,UNWANTED
R0000018190,O0000056221,OI000000171014,C0015879,2025-10-25 13:19:39,1,194.27,FULL_LINE_RETURN,SIZE_ISSUE
R0000018191,O0000024820,OI000000075592,C0006975,2025-12-30 11:14:23,1,1.59,FULL_LINE_RETURN,DAMAGED
R0000018192,O0000002737,OI000000008401,C0000726,2025-01-25 00:45:29,1,98.25,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018193,O0000010636,OI000000032323,C0003014,2024-02-21 22:57:58,1,102.36,FULL_LINE_RETURN,SIZE_ISSUE
R0000018194,O0000169045,OI000000516876,C0048182,2025-02-14 14:22:05,1,1.49,FULL_LINE_RETURN,WRONG_ITEM
R0000018195,O0000014118,OI000000042862,C0004012,2025-07-28 05:00:38,1,4.71,FULL_LINE_RETURN,UNWANTED
R0000018196,O0000070387,OI000000214427,C0019951,2025-01-17 14:25:54,1,86.58,FULL_LINE_RETURN,DAMAGED
R0000018197,O0000014273,OI000000043353,C0004060,2025-12-16 04:42:33,2,105.75,FULL_LINE_RETURN,SIZE_ISSUE
R0000018198,O0000126905,OI000000388208,C0036412,2025-08-23 06:00:54,1,40.08,FULL_LINE_RETURN,WRONG_ITEM
R0000018199,O0000026440,OI000000080584,C0007431,2025-12-21 09:17:01,1,151.18,FULL_LINE_RETURN,DEFECTIVE
R0000018200,O0000002996,OI000000009215,C0000786,2025-06-13 12:52:45,1,43.95,FULL_LINE_RETURN,UNWANTED
R0000018201,O0000099255,OI000000303125,C0028423,2025-09-17 21:25:01,1,525.9,FULL_LINE_RETURN,DAMAGED
R0000018202,O0000019724,OI000000060031,C0005591,2025-10-04 16:10:04,1,18.63,FULL_LINE_RETURN,UNWANTED
R0000018203,O0000064609,OI000000196875,C0018326,2025-12-28 17:55:29,1,155.99,FULL_LINE_RETURN,SIZE_ISSUE
R0000018204,O0000098240,OI000000299904,C0028162,2025-12-20 19:07:10,1,103.07,FULL_LINE_RETURN,UNWANTED
R0000018205,O0000059533,OI000000181337,C0016858,2024-08-22 14:18:29,1,169.28,FULL_LINE_RETURN,DAMAGED
R0000018206,O0000000025,OI000000000066,C0000014,2025-06-14 18:41:08,1,16.47,FULL_LINE_RETURN,SIZE_ISSUE
R0000018207,O0000061211,OI000000186463,C0017311,2025-07-05 17:55:41,2,20.97,FULL_LINE_RETURN,DAMAGED
R0000018208,O0000005532,OI000000016888,C0001524,2025-10-20 17:33:58,1,10.68,PARTIAL_LINE_RETURN,WRONG_ITEM
R0000018209,O0000117786,OI000000360150,C0033765,2025-12-23 08:07:56,1,250.0,FULL_LINE_RETURN,DAMAGED
R0000018210,O0000030610,OI000000093346,C0008615,2025-10-05 04:47:31,1,5.47,FULL_LINE_RETURN,DEFECTIVE
R0000018211,O0000064167,OI000000195511,C0018204,2025-01-03 13:56:30,1,473.31,FULL_LINE_RETURN,DAMAGED
R0000018212,O0000018100,OI000000054962,C0005145,2025-08-15 16:32:20,1,124.26,PARTIAL_LINE_RETURN,DAMAGED
R0000018213,O0000135934,OI000000415791,C0038882,2025-10-09 22:48:22,4,22.32,FULL_LINE_RETURN,DAMAGED
R0000018214,O0000127292,OI000000389444,C0036516,2025-07-25 08:56:48,1,8.43,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018215,O0000120186,OI000000367539,C0034455,2025-12-30 22:25:01,1,38.42,FULL_LINE_RETURN,DAMAGED
R0000018216,O0000082052,OI000000250389,C0023506,2025-12-29 23:48:53,1,41.83,FULL_LINE_RETURN,DAMAGED
R0000018217,O0000114429,OI000000349945,C0032749,2025-12-02 12:44:09,1,57.16,FULL_LINE_RETURN,SIZE_ISSUE
R0000018218,O0000066042,OI000000201142,C0018723,2025-08-31 04:40:34,1,66.84,FULL_LINE_RETURN,WRONG_ITEM
R0000018219,O0000028170,OI000000085882,C0007931,2025-08-20 09:01:14,1,51.06,FULL_LINE_RETURN,UNWANTED
R0000018220,O0000123625,OI000000378179,C0035484,2024-09-12 12:04:23,1,74.74,FULL_LINE_RETURN,DEFECTIVE
R0000018221,O0000165100,OI000000504813,C0047095,2025-08-17 11:53:00,1,34.23,PARTIAL_LINE_RETURN,WRONG_ITEM
R0000018222,O0000163053,OI000000498586,C0046540,2025-06-15 08:30:12,1,43.94,FULL_LINE_RETURN,SIZE_ISSUE
R0000018223,O0000028206,OI000000086001,C0007947,2024-10-29 13:38:17,1,23.19,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018224,O0000024174,OI000000073665,C0006830,2025-12-18 06:24:57,1,8.67,FULL_LINE_RETURN,DAMAGED
R0000018225,O0000023772,OI000000072408,C0006690,2025-04-27 08:50:14,1,64.42,PARTIAL_LINE_RETURN,DAMAGED
R0000018226,O0000087392,OI000000266602,C0025039,2024-12-01 03:39:18,1,33.55,FULL_LINE_RETURN,SIZE_ISSUE
R0000018227,O0000125822,OI000000384949,C0036095,2025-12-17 07:51:30,1,29.54,FULL_LINE_RETURN,DEFECTIVE
R0000018228,O0000117947,OI000000360671,C0033800,2024-05-31 02:51:12,1,141.74,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018229,O0000094283,OI000000287861,C0027073,2025-09-02 06:02:23,1,24.61,FULL_LINE_RETURN,DEFECTIVE
R0000018230,O0000077411,OI000000236057,C0022123,2024-11-01 22:20:50,1,59.62,FULL_LINE_RETURN,UNWANTED
R0000018231,O0000047122,OI000000143750,C0013268,2025-12-30 07:31:15,4,148.08,FULL_LINE_RETURN,UNWANTED
R0000018232,O0000005346,OI000000016294,C0001463,2024-07-28 00:03:28,1,8.76,FULL_LINE_RETURN,SIZE_ISSUE
R0000018233,O0000003151,OI000000009700,C0000832,2024-10-24 16:24:31,1,29.8,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018234,O0000089244,OI000000272312,C0025595,2024-07-11 01:03:49,1,6.53,FULL_LINE_RETURN,DEFECTIVE
R0000018235,O0000122289,OI000000374069,C0035075,2025-04-07 11:29:42,3,92.85,FULL_LINE_RETURN,UNWANTED
R0000018236,O0000158778,OI000000485404,C0045359,2025-12-30 08:23:13,1,16.7,FULL_LINE_RETURN,UNWANTED
R0000018237,O0000008603,OI000000026138,C0002412,2025-12-26 05:21:02,1,107.33,FULL_LINE_RETURN,SIZE_ISSUE
R0000018238,O0000071073,OI000000216586,C0020172,2024-10-05 09:06:28,1,258.31,FULL_LINE_RETURN,UNWANTED
R0000018239,O0000021658,OI000000065920,C0006080,2025-05-15 07:18:06,1,15.37,FULL_LINE_RETURN,UNWANTED
R0000018240,O0000157639,OI000000481934,C0045041,2025-11-26 08:30:30,1,115.53,FULL_LINE_RETURN,SIZE_ISSUE
R0000018241,O0000127392,OI000000389731,C0036529,2025-12-24 21:46:57,1,14.65,FULL_LINE_RETURN,SIZE_ISSUE
R0000018242,O0000084474,OI000000257749,C0024249,2025-12-31 19:41:29,1,161.78,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018243,O0000067323,OI000000205121,C0019073,2025-03-20 03:45:50,1,5.85,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018244,O0000001830,OI000000005607,C0000498,2025-08-13 14:50:04,1,54.1,PARTIAL_LINE_RETURN,WRONG_ITEM
R0000018245,O0000104480,OI000000319272,C0029922,2025-12-09 22:00:23,1,59.62,FULL_LINE_RETURN,DEFECTIVE
R0000018246,O0000101575,OI000000310281,C0029069,2025-12-12 12:24:57,2,185.26,FULL_LINE_RETURN,NOT_AS_DESCRIBED
R0000018247,O0000101850,OI000000311101,C0029142,2025-12-15 02:18:23,1,7.1,FULL_LINE_RETURN,WRONG_ITEM
R0000018248,O0000098305,OI000000300103,C0028181,2024-12-12 20:32:18,1,17.97,FULL_LINE_RETURN,UNWANTED
R0000018249,O0000108257,OI000000330921,C0031012,2024-09-04 18:28:37,1,18.96,FULL_LINE_RETURN,DAMAGED
R0000018250,O0000128162,OI000000392057,C0036737,2025-11-14 20:36:01,1,18.87,FULL_LINE_RETURN,WRONG_ITEM
R0000018251,O0000150248,OI000000459475,C0042990,2025-12-27 07:59:22,3,5.31,FULL_LINE_RETURN,UNWANTED
R0000018252,O0000107810,OI000000329498,C0030893,2025-11-11 02:22:22,1,92.63,FULL_LINE_RETURN,UNWANTED
R0000018253,O0000046296,OI000000141212,C0013054,2025-12-27 22:35:44,1,3.74,FULL_LINE_RETURN,DEFECTIVE
