stock_count_id,count_date,inventory_snapshot_id,store_id,product_id,system_qty,physical_qty,variance_units,variance_pct
SC00002047,2025-12-31,INV00009549,S020,P00049,1,1,0,0.0
SC00002048,2025-12-31,INV00012544,S026,P00044,6,6,0,0.0
SC00002049,2025-12-31,INV00007880,S016,P00380,1,1,0,0.0
SC00002050,2025-12-31,INV00013497,S027,P00497,2,2,0,0.0
SC00002051,2025-12-31,INV00011066,S023,P00066,3,3,0,0.0
SC00002052,2025-12-31,INV00006243,S013,P00243,4,4,0,0.0
SC00002053,2025-12-31,INV00005569,S012,P00069,4,4,0,0.0
SC00002054,2025-12-31,INV00000672,S002,P00172,14,14,0,0.0
SC00002055,2025-12-31,INV00005103,S011,P00103,2,2,0,0.0
SC00002056,2025-12-31,INV00003068,S007,P00068,4,4,0,0.0
SC00002057,2025-12-31,INV00000934,S002,P00434,6,6,0,0.0
SC00002058,2025-12-31,INV00013151,S027,P00151,12,12,0,0.0
SC00002059,2025-12-31,INV00005000,S010,P00500,10,10,0,0.0
SC00002060,2025-12-31,INV00004240,S009,P00240,6,6,0,0.0
SC00002061,2025-12-31,INV00007970,S016,P00470,4,4,0,0.0
SC00002062,2025-12-31,INV00001381,S003,P00381,9,9,0,0.0
SC00002063,2025-12-31,INV00000269,S001,P00269,3,3,0,0.0
SC00002064,2025-12-31,INV00006875,S014,P00375,1,1,0,0.0
SC00002065,2025-12-31,INV00013524,S028,P00024,3,3,0,0.0
SC00002066,2025-12-31,INV00012375,S025,P00375,4,4,0,0.0
SC00002067,2025-12-31,INV00008305,S017,P00305,7,7,0,0.0
SC00002068,2025-12-31,INV00004790,S010,P00290,4,4,0,0.0
SC00002069,2025-12-31,INV00000876,S002,P00376,3,3,0,0.0
SC00002070,2025-12-31,INV00009831,S020,P00331,10,10,0,0.0
SC00002071,2025-12-31,INV00002076,S005,P00076,7,7,0,0.0
SC00002072,2025-12-31,INV00010261,S021,P00261,7,7,0,0.0
SC00002073,2025-12-31,INV00011140,S023,P00140,9,9,0,0.0
SC00002074,2025-12-31,INV00003648,S008,P00148,6,6,0,0.0
SC00002075,2025-12-31,INV00001434,S003,P00434,2,2,0,0.0
SC00002076,2025-12-31,INV00000351,S001,P00351,7,7,0,0.0
SC00002077,2025-12-31,INV00014051,S029,P00051,3,3,0,0.0
SC00002078,2025-12-31,INV00007136,S015,P00136,9,9,0,0.0
SC00002079,2025-12-31,INV00005194,S011,P00194,3,3,0,0.0
SC00002080,2025-12-31,INV00014021,S029,P00021,6,6,0,0.0
SC00002081,2025-12-31,INV00008709,S018,P00209,4,4,0,0.0
SC00002082,2025-12-31,INV00001757,S004,P00257,9,9,0,0.0
SC00002083,2025-12-31,INV00012051,S025,P00051,15,15,0,0.0
SC00002084,2025-12-31,INV00002214,S005,P00214,5,5,0,0.0
SC00002085,2025-12-31,INV00013113,S027,P00113,8,8,0,0.0
SC00002086,2025-12-31,INV00001260,S003,P00260,3,3,0,0.0
SC00002087,2025-12-31,INV00003466,S007,P00466,12,12,0,0.0
SC00002088,2025-12-31,INV00003196,S007,P00196,2,2,0,0.0
SC00002089,2025-12-31,INV00007452,S015,P00452,2,2,0,0.0
SC00002090,2025-12-31,INV00011804,S024,P00304,4,4,0,0.0
SC00002091,2025-12-31,INV00006512,S014,P00012,4,4,0,0.0
SC00002092,2025-12-31,INV00003040,S007,P00040,5,5,0,0.0
SC00002093,2025-12-31,INV00013915,S028,P00415,16,16,0,0.0
SC00002094,2025-12-31,INV00001134,S003,P00134,2,2,0,0.0
SC00002095,2025-12-31,INV00004708,S010,P00208,4,4,0,0.0
SC00002096,2025-12-31,INV00001941,S004,P00441,1,1,0,0.0
SC00002097,2025-12-31,INV00005524,S012,P00024,4,4,0,0.0
SC00002098,2025-12-31,INV00009541,S020,P00041,23,24,1,0.0435
SC00002099,2025-12-31,INV00010102,S021,P00102,2,2,0,0.0
SC00002100,2025-12-31,INV00001291,S003,P00291,2,2,0,0.0
SC00002101,2025-12-31,INV00009413,S019,P00413,2,2,0,0.0
SC00002102,2025-12-31,INV00013762,S028,P00262,9,9,0,0.0
SC00002103,2025-12-31,INV00005372,S011,P00372,1,1,0,0.0
SC00002104,2025-12-31,INV00005092,S011,P00092,2,2,0,0.0
SC00002105,2025-12-31,INV00006557,S014,P00057,7,7,0,0.0
SC00002106,2025-12-31,INV00014426,S029,P00426,4,4,0,0.0
SC00002107,2025-12-31,INV00003200,S007,P00200,1,1,0,0.0
SC00002108,2025-12-31,INV00008213,S017,P00213,1,1,0,0.0
SC00002109,2025-12-31,INV00005218,S011,P00218,1,1,0,0.0
SC00002110,2025-12-31,INV00000314,S001,P00314,1,1,0,0.0
SC00002111,2025-12-31,INV00010831,S022,P00331,13,13,0,0.0
SC00002112,2025-12-31,INV00012076,S025,P00076,4,4,0,0.0
SC00002113,2025-12-31,INV00013692,S028,P00192,3,3,0,0.0
SC00002114,2025-12-31,INV00001927,S004,P00427,2,2,0,0.0
SC00002115,2025-12-31,INV00013372,S027,P00372,2,2,0,0.0
SC00002116,2025-12-31,INV00002021,S005,P00021,3,3,0,0.0
SC00002117,2025-12-31,INV00001427,S003,P00427,8,8,0,0.0
SC00002118,2025-12-31,INV00005991,S012,P00491,2,2,0,0.0
SC00002119,2025-12-31,INV00006709,S014,P00209,11,11,0,0.0
SC00002120,2025-12-31,INV00014477,S029,P00477,5,5,0,0.0
SC00002121,2025-12-31,INV00007768,S016,P00268,3,3,0,0.0
SC00002122,2025-12-31,INV00012369,S025,P00369,3,3,0,0.0
SC00002123,2025-12-31,INV00002420,S005,P00420,3,3,0,0.0
SC00002124,2025-12-31,INV00003896,S008,P00396,15,15,0,0.0
SC00002125,2025-12-31,INV00013219,S027,P00219,3,3,0,0.0
SC00002126,2025-12-31,INV00003169,S007,P00169,10,10,0,0.0
SC00002127,2025-12-31,INV00008578,S018,P00078,1,1,0,0.0
SC00002128,2025-12-31,INV00014788,S030,P00288,3,3,0,0.0
SC00002129,2025-12-31,INV00007268,S015,P00268,3,3,0,0.0
SC00002130,2025-12-31,INV00011736,S024,P00236,1,1,0,0.0
SC00002131,2025-12-31,INV00001778,S004,P00278,7,7,0,0.0
SC00002132,2025-12-31,INV00001583,S004,P00083,5,5,0,0.0
SC00002133,2025-12-31,INV00002250,S005,P00250,3,3,0,0.0
SC00002134,2025-12-31,INV00003055,S007,P00055,3,3,0,0.0
SC00002135,2025-12-31,INV00014909,S030,P00409,4,4,0,0.0
SC00002136,2025-12-31,INV00004878,S010,P00378,3,3,0,0.0
SC00002137,2025-12-31,INV00002234,S005,P00234,21,20,-1,-0.0476
SC00002138,2025-12-31,INV00007427,S015,P00427,19,19,0,0.0
SC00002139,2025-12-31,INV00003681,S008,P00181,1,1,0,0.0
SC00002140,2025-12-31,INV00013629,S028,P00129,2,2,0,0.0
SC00002141,2025-12-31,INV00007646,S016,P00146,3,3,0,0.0
SC00002142,2025-12-31,INV00008031,S017,P00031,2,2,0,0.0
SC00002143,2025-12-31,INV00001415,S003,P00415,1,1,0,0.0
SC00002144,2025-12-31,INV00002296,S005,P00296,2,2,0,0.0
SC00002145,2025-12-31,INV00013276,S027,P00276,2,2,0,0.0
SC00002146,2025-12-31,INV00000149,S001,P00149,1,1,0,0.0
SC00002147,2025-12-31,INV00004895,S010,P00395,6,6,0,0.0
SC00002148,2025-12-31,INV00013034,S027,P00034,6,6,0,0.0
SC00002149,2025-12-31,INV00004092,S009,P00092,13,13,0,0.0
SC00002150,2025-12-31,INV00003861,S008,P00361,1,1,0,0.0
SC00002151,2025-12-31,INV00009707,S020,P00207,5,5,0,0.0
SC00002152,2025-12-31,INV00006931,S014,P00431,7,7,0,0.0
SC00002153,2025-12-31,INV00005959,S012,P00459,6,6,0,0.0
SC00002154,2025-12-31,INV00009043,S019,P00043,1,1,0,0.0
SC00002155,2025-12-31,INV00006771,S014,P00271,3,3,0,0.0
SC00002156,2025-12-31,INV00007644,S016,P00144,8,8,0,0.0
SC00002157,2025-12-31,INV00007991,S016,P00491,2,2,0,0.0
SC00002158,2025-12-31,INV00012491,S025,P00491,5,5,0,0.0
SC00002159,2025-12-31,INV00010446,S021,P00446,2,2,0,0.0
SC00002160,2025-12-31,INV00010424,S021,P00424,4,4,0,0.0
SC00002161,2025-12-31,INV00004912,S010,P00412,2,2,0,0.0
SC00002162,2025-12-31,INV00013307,S027,P00307,2,2,0,0.0
SC00002163,2025-12-31,INV00003188,S007,P00188,3,3,0,0.0
SC00002164,2025-12-31,INV00005152,S011,P00152,1,1,0,0.0
SC00002165,2025-12-31,INV00000448,S001,P00448,1,1,0,0.0
SC00002166,2025-12-31,INV00014827,S030,P00327,4,4,0,0.0
SC00002167,2025-12-31,INV00003152,S007,P00152,3,3,0,0.0
SC00002168,2025-12-31,INV00014671,S030,P00171,1,1,0,0.0
SC00002169,2025-12-31,INV00006878,S014,P00378,6,6,0,0.0
SC00002170,2025-12-31,INV00012871,S026,P00371,3,3,0,0.0
SC00002171,2025-12-31,INV00014075,S029,P00075,5,5,0,0.0
SC00002172,2025-12-31,INV00005553,S012,P00053,1,1,0,0.0
SC00002173,2025-12-31,INV00011014,S023,P00014,4,4,0,0.0
SC00002174,2025-12-31,INV00000212,S001,P00212,2,2,0,0.0
SC00002175,2025-12-31,INV00007762,S016,P00262,3,3,0,0.0
SC00002176,2025-12-31,INV00007915,S016,P00415,4,4,0,0.0
SC00002177,2025-12-31,INV00011974,S024,P00474,9,9,0,0.0
SC00002178,2025-12-31,INV00010823,S022,P00323,1,1,0,0.0
SC00002179,2025-12-31,INV00011466,S023,P00466,3,3,0,0.0
SC00002180,2025-12-31,INV00011360,S023,P00360,3,3,0,0.0
SC00002181,2025-12-31,INV00013516,S028,P00016,10,10,0,0.0
SC00002182,2025-12-31,INV00001627,S004,P00127,7,7,0,0.0
SC00002183,2025-12-31,INV00010514,S022,P00014,2,2,0,0.0
SC00002184,2025-12-31,INV00010116,S021,P00116,6,6,0,0.0
SC00002185,2025-12-31,INV00001165,S003,P00165,2,2,0,0.0
SC00002186,2025-12-31,INV00004786,S010,P00286,4,4,0,0.0
SC00002187,2025-12-31,INV00012112,S025,P00112,4,4,0,0.0
SC00002188,2025-12-31,INV00000431,S001,P00431,2,2,0,0.0
SC00002189,2025-12-31,INV00013946,S028,P00446,1,1,0,0.0
SC00002190,2025-12-31,INV00003998,S008,P00498,1,1,0,0.0
SC00002191,2025-12-31,INV00002756,S006,P00256,1,1,0,0.0
SC00002192,2025-12-31,INV00002197,S005,P00197,1,1,0,0.0
SC00002193,2025-12-31,INV00009006,S019,P00006,3,3,0,0.0
SC00002194,2025-12-31,INV00002715,S006,P00215,14,14,0,0.0
SC00002195,2025-12-31,INV00014157,S029,P00157,10,10,0,0.0
SC00002196,2025-12-31,INV00002861,S006,P00361,1,1,0,0.0
SC00002197,2025-12-31,INV00001450,S003,P00450,6,6,0,0.0
SC00002198,2025-12-31,INV00012692,S026,P00192,1,1,0,0.0
SC00002199,2025-12-31,INV00002610,S006,P00110,22,21,-1,-0.0455
SC00002200,2025-12-31,INV00005941,S012,P00441,2,2,0,0.0
SC00002201,2025-12-31,INV00002209,S005,P00209,4,4,0,0.0
SC00002202,2025-12-31,INV00011635,S024,P00135,15,15,0,0.0
SC00002203,2025-12-31,INV00013890,S028,P00390,1,1,0,0.0
SC00002204,2025-12-31,INV00008885,S018,P00385,4,4,0,0.0
SC00002205,2025-12-31,INV00009201,S019,P00201,7,7,0,0.0
SC00002206,2025-12-31,INV00005629,S012,P00129,10,10,0,0.0
SC00002207,2025-12-31,INV00002538,S006,P00038,4,4,0,0.0
SC00002208,2025-12-31,INV00008312,S017,P00312,3,3,0,0.0
SC00002209,2025-12-31,INV00008450,S017,P00450,4,4,0,0.0
SC00002210,2025-12-31,INV00013324,S027,P00324,5,5,0,0.0
SC00002211,2025-12-31,INV00000074,S001,P00074,2,2,0,0.0
SC00002212,2025-12-31,INV00013873,S028,P00373,4,4,0,0.0
SC00002213,2025-12-31,INV00005621,S012,P00121,6,6,0,0.0
SC00002214,2025-12-31,INV00008651,S018,P00151,14,14,0,0.0
SC00002215,2025-12-31,INV00014649,S030,P00149,4,4,0,0.0
SC00002216,2025-12-31,INV00013304,S027,P00304,4,4,0,0.0
SC00002217,2025-12-31,INV00014377,S029,P00377,7,7,0,0.0
SC00002218,2025-12-31,INV00012340,S025,P00340,1,1,0,0.0
SC00002219,2025-12-31,INV00002317,S005,P00317,3,3,0,0.0
SC00002220,2025-12-31,INV00014080,S029,P00080,20,19,-1,-0.05
SC00002221,2025-12-31,INV00004803,S010,P00303,4,4,0,0.0
SC00002222,2025-12-31,INV00012562,S026,P00062,6,6,0,0.0
SC00002223,2025-12-31,INV00012731,S026,P00231,4,4,0,0.0
SC00002224,2025-12-31,INV00003615,S008,P00115,8,8,0,0.0
SC00002225,2025-12-31,INV00012616,S026,P00116,1,1,0,0.0
SC00002226,2025-12-31,INV00000862,S002,P00362,7,7,0,0.0
SC00002227,2025-12-31,INV00013535,S028,P00035,4,4,0,0.0
SC00002228,2025-12-31,INV00004474,S009,P00474,4,4,0,0.0
SC00002229,2025-12-31,INV00010441,S021,P00441,13,13,0,0.0
SC00002230,2025-12-31,INV00003287,S007,P00287,10,10,0,0.0
SC00002231,2025-12-31,INV00009331,S019,P00331,2,2,0,0.0
SC00002232,2025-12-31,INV00013537,S028,P00037,4,4,0,0.0
SC00002233,2025-12-31,INV00006966,S014,P00466,10,10,0,0.0
SC00002234,2025-12-31,INV00000041,S001,P00041,1,1,0,0.0
SC00002235,2025-12-31,INV00002791,S006,P00291,5,5,0,0.0
SC00002236,2025-12-31,INV00003561,S008,P00061,19,19,0,0.0
SC00002237,2025-12-31,INV00000550,S002,P00050,3,3,0,0.0
SC00002238,2025-12-31,INV00004883,S010,P00383,8,8,0,0.0
SC00002239,2025-12-31,INV00001669,S004,P00169,4,4,0,0.0
SC00002240,2025-12-31,INV00014795,S030,P00295,4,4,0,0.0
SC00002241,2025-12-31,INV00013512,S028,P00012,7,7,0,0.0
SC00002242,2025-12-31,INV00011620,S024,P00120,1,1,0,0.0
SC00002243,2025-12-31,INV00000322,S001,P00322,8,8,0,0.0
SC00002244,2025-12-31,INV00001437,S003,P00437,1,1,0,0.0
SC00002245,2025-12-31,INV00003593,S008,P00093,3,3,0,0.0
SC00002246,2025-12-31,INV00013617,S028,P00117,3,3,0,0.0
SC00002247,2025-12-31,INV00003974,S008,P00474,1,1,0,0.0
SC00002248,2025-12-31,INV00010435,S021,P00435,5,5,0,0.0
SC00002249,2025-12-31,INV00010419,S021,P00419,4,4,0,0.0
SC00002250,2025-12-31,INV00012368,S025,P00368,8,8,0,0.0
SC00002251,2025-12-31,INV00010759,S022,P00259,5,5,0,0.0
SC00002252,2025-12-31,INV00003450,S007,P00450,1,1,0,0.0
SC00002253,2025-12-31,INV00014854,S030,P00354,8,8,0,0.0
SC00002254,2025-12-31,INV00009435,S019,P00435,7,7,0,0.0
SC00002255,2025-12-31,INV00002083,S005,P00083,7,7,0,0.0
SC00002256,2025-12-31,INV00007896,S016,P00396,5,5,0,0.0
SC00002257,2025-12-31,INV00009245,S019,P00245,4,4,0,0.0
SC00002258,2025-12-31,INV00007145,S015,P00145,7,7,0,0.0
SC00002259,2025-12-31,INV00002989,S006,P00489,18,18,0,0.0
SC00002260,2025-12-31,INV00001192,S003,P00192,5,5,0,0.0
SC00002261,2025-12-31,INV00009327,S019,P00327,9,9,0,0.0
SC00002262,2025-12-31,INV00009635,S020,P00135,1,1,0,0.0
SC00002263,2025-12-31,INV00003740,S008,P00240,8,8,0,0.0
SC00002264,2025-12-31,INV00011960,S024,P00460,1,1,0,0.0
SC00002265,2025-12-31,INV00004770,S010,P00270,7,7,0,0.0
SC00002266,2025-12-31,INV00009233,S019,P00233,2,2,0,0.0
SC00002267,2025-12-31,INV00000736,S002,P00236,1,1,0,0.0
SC00002268,2025-12-31,INV00003508,S008,P00008,1,1,0,0.0
SC00002269,2025-12-31,INV00014451,S029,P00451,4,4,0,0.0
SC00002270,2025-12-31,INV00006604,S014,P00104,1,1,0,0.0
SC00002271,2025-12-31,INV00012912,S026,P00412,2,2,0,0.0
SC00002272,2025-12-31,INV00009765,S020,P00265,4,4,0,0.0
SC00002273,2025-12-31,INV00003552,S008,P00052,2,2,0,0.0
SC00002274,2025-12-31,INV00010095,S021,P00095,3,3,0,0.0
SC00002275,2025-12-31,INV00005755,S012,P00255,3,3,0,0.0
SC00002276,2025-12-31,INV00012720,S026,P00220,6,6,0,0.0
SC00002277,2025-12-31,INV00009672,S020,P00172,8,8,0,0.0
SC00002278,2025-12-31,INV00003907,S008,P00407,4,4,0,0.0
SC00002279,2025-12-31,INV00014913,S030,P00413,12,12,0,0.0
SC00002280,2025-12-31,INV00014281,S029,P00281,5,5,0,0.0
SC00002281,2025-12-31,INV00008141,S017,P00141,1,1,0,0.0
SC00002282,2025-12-31,INV00007333,S015,P00333,3,3,0,0.0
SC00002283,2025-12-31,INV00014565,S030,P00065,3,3,0,0.0
SC00002284,2025-12-31,INV00012745,S026,P00245,2,2,0,0.0
SC00002285,2025-12-31,INV00010737,S022,P00237,4,4,0,0.0
SC00002286,2025-12-31,INV00010780,S022,P00280,6,6,0,0.0
SC00002287,2025-12-31,INV00001400,S003,P00400,21,21,0,0.0
SC00002288,2025-12-31,INV00006973,S014,P00473,2,2,0,0.0
SC00002289,2025-12-31,INV00010639,S022,P00139,4,4,0,0.0
SC00002290,2025-12-31,INV00003560,S008,P00060,3,3,0,0.0
SC00002291,2025-12-31,INV00001102,S003,P00102,6,6,0,0.0
SC00002292,2025-12-31,INV00001618,S004,P00118,1,1,0,0.0
SC00002293,2025-12-31,INV00006203,S013,P00203,3,3,0,0.0
SC00002294,2025-12-31,INV00004934,S010,P00434,1,1,0,0.0
SC00002295,2025-12-31,INV00006865,S014,P00365,7,7,0,0.0
SC00002296,2025-12-31,INV00012558,S026,P00058,28,27,-1,-0.0357
SC00002297,2025-12-31,INV00012425,S025,P00425,2,2,0,0.0
SC00002298,2025-12-31,INV00007029,S015,P00029,2,2,0,0.0
SC00002299,2025-12-31,INV00009590,S020,P00090,3,3,0,0.0
SC00002300,2025-12-31,INV00011433,S023,P00433,4,4,0,0.0
SC00002301,2025-12-31,INV00004922,S010,P00422,15,15,0,0.0
SC00002302,2025-12-31,INV00006103,S013,P00103,4,4,0,0.0
SC00002303,2025-12-31,INV00000220,S001,P00220,4,4,0,0.0
SC00002304,2025-12-31,INV00002395,S005,P00395,3,3,0,0.0
SC00002305,2025-12-31,INV00004599,S010,P00099,8,8,0,0.0
SC00002306,2025-12-31,INV00009219,S019,P00219,5,5,0,0.0
SC00002307,2025-12-31,INV00000148,S001,P00148,5,5,0,0.0
SC00002308,2025-12-31,INV00001136,S003,P00136,2,2,0,0.0
SC00002309,2025-12-31,INV00010716,S022,P00216,7,7,0,0.0
SC00002310,2025-12-31,INV00005078,S011,P00078,4,4,0,0.0
SC00002311,2025-12-31,INV00009431,S019,P00431,6,6,0,0.0
SC00002312,2025-12-31,INV00007156,S015,P00156,10,10,0,0.0
SC00002313,2025-12-31,INV00008101,S017,P00101,2,2,0,0.0
SC00002314,2025-12-31,INV00001389,S003,P00389,5,5,0,0.0
SC00002315,2025-12-31,INV00013316,S027,P00316,3,3,0,0.0
SC00002316,2025-12-31,INV00011497,S023,P00497,1,1,0,0.0
SC00002317,2025-12-31,INV00006404,S013,P00404,7,7,0,0.0
SC00002318,2025-12-31,INV00007859,S016,P00359,6,6,0,0.0
SC00002319,2025-12-31,INV00004294,S009,P00294,3,3,0,0.0
SC00002320,2025-12-31,INV00014756,S030,P00256,3,3,0,0.0
SC00002321,2025-12-31,INV00012319,S025,P00319,8,8,0,0.0
SC00002322,2025-12-31,INV00007119,S015,P00119,3,3,0,0.0
SC00002323,2025-12-31,INV00013182,S027,P00182,4,4,0,0.0
SC00002324,2025-12-31,INV00008368,S017,P00368,1,1,0,0.0
SC00002325,2025-12-31,INV00014620,S030,P00120,1,1,0,0.0
SC00002326,2025-12-31,INV00009252,S019,P00252,3,3,0,0.0
SC00002327,2025-12-31,INV00014956,S030,P00456,2,2,0,0.0
SC00002328,2025-12-31,INV00011549,S024,P00049,1,1,0,0.0
SC00002329,2025-12-31,INV00002744,S006,P00244,8,8,0,0.0
SC00002330,2025-12-31,INV00013132,S027,P00132,8,8,0,0.0
SC00002331,2025-12-31,INV00004608,S010,P00108,4,4,0,0.0
SC00002332,2025-12-31,INV00005613,S012,P00113,2,2,0,0.0
SC00002333,2025-12-31,INV00008617,S018,P00117,6,6,0,0.0
SC00002334,2025-12-31,INV00002702,S006,P00202,8,8,0,0.0
SC00002335,2025-12-31,INV00008068,S017,P00068,4,4,0,0.0
SC00002336,2025-12-31,INV00012356,S025,P00356,4,4,0,0.0
SC00002337,2025-12-31,INV00010008,S021,P00008,3,3,0,0.0
SC00002338,2025-12-31,INV00012992,S026,P00492,1,1,0,0.0
SC00002339,2025-12-31,INV00001655,S004,P00155,9,9,0,0.0
SC00002340,2025-12-31,INV00012648,S026,P00148,6,6,0,0.0
SC00002341,2025-12-31,INV00011925,S024,P00425,6,6,0,0.0
SC00002342,2025-12-31,INV00014064,S029,P00064,3,3,0,0.0
SC00002343,2025-12-31,INV00006882,S014,P00382,18,18,0,0.0
SC00002344,2025-12-31,INV00010783,S022,P00283,3,3,0,0.0
SC00002345,2025-12-31,INV00004453,S009,P00453,18,18,0,0.0
SC00002346,2025-12-31,INV00009424,S019,P00424,2,2,0,0.0
SC00002347,2025-12-31,INV00003864,S008,P00364,1,1,0,0.0
SC00002348,2025-12-31,INV00013041,S027,P00041,5,5,0,0.0
SC00002349,2025-12-31,INV00007153,S015,P00153,2,2,0,0.0
SC00002350,2025-12-31,INV00013053,S027,P00053,1,1,0,0.0
SC00002351,2025-12-31,INV00007996,S016,P00496,3,3,0,0.0
SC00002352,2025-12-31,INV00000763,S002,P00263,2,2,0,0.0
SC00002353,2025-12-31,INV00007822,S016,P00322,3,3,0,0.0
SC00002354,2025-12-31,INV00009535,S020,P00035,4,4,0,0.0
SC00002355,2025-12-31,INV00009579,S020,P00079,1,1,0,0.0
SC00002356,2025-12-31,INV00005943,S012,P00443,6,6,0,0.0
SC00002357,2025-12-31,INV00012456,S025,P00456,6,6,0,0.0
SC00002358,2025-12-31,INV00002930,S006,P00430,6,6,0,0.0
SC00002359,2025-12-31,INV00010234,S021,P00234,1,1,0,0.0
SC00002360,2025-12-31,INV00012470,S025,P00470,1,1,0,0.0
SC00002361,2025-12-31,INV00005732,S012,P00232,2,2,0,0.0
SC00002362,2025-12-31,INV00004064,S009,P00064,4,4,0,0.0
SC00002363,2025-12-31,INV00010748,S022,P00248,3,3,0,0.0
SC00002364,2025-12-31,INV00003797,S008,P00297,4,4,0,0.0
SC00002365,2025-12-31,INV00008030,S017,P00030,1,1,0,0.0
SC00002366,2025-12-31,INV00005040,S011,P00040,4,4,0,0.0
SC00002367,2025-12-31,INV00007290,S015,P00290,5,5,0,0.0
SC00002368,2025-12-31,INV00000429,S001,P00429,6,6,0,0.0
SC00002369,2025-12-31,INV00011400,S023,P00400,2,2,0,0.0
SC00002370,2025-12-31,INV00000851,S002,P00351,3,3,0,0.0
SC00002371,2025-12-31,INV00013402,S027,P00402,4,4,0,0.0
SC00002372,2025-12-31,INV00001257,S003,P00257,3,3,0,0.0
SC00002373,2025-12-31,INV00011984,S024,P00484,2,2,0,0.0
SC00002374,2025-12-31,INV00008822,S018,P00322,4,4,0,0.0
SC00002375,2025-12-31,INV00008646,S018,P00146,2,2,0,0.0
SC00002376,2025-12-31,INV00003071,S007,P00071,2,2,0,0.0
SC00002377,2025-12-31,INV00014717,S030,P00217,6,6,0,0.0
SC00002378,2025-12-31,INV00006627,S014,P00127,10,10,0,0.0
SC00002379,2025-12-31,INV00003594,S008,P00094,6,6,0,0.0
SC00002380,2025-12-31,INV00013173,S027,P00173,1,1,0,0.0
SC00002381,2025-12-31,INV00005182,S011,P00182,1,1,0,0.0
SC00002382,2025-12-31,INV00005754,S012,P00254,1,1,0,0.0
SC00002383,2025-12-31,INV00002825,S006,P00325,11,11,0,0.0
SC00002384,2025-12-31,INV00006554,S014,P00054,2,2,0,0.0
SC00002385,2025-12-31,INV00014725,S030,P00225,7,7,0,0.0
SC00002386,2025-12-31,INV00007576,S016,P00076,8,8,0,0.0
SC00002387,2025-12-31,INV00000061,S001,P00061,1,1,0,0.0
SC00002388,2025-12-31,INV00002593,S006,P00093,4,4,0,0.0
SC00002389,2025-12-31,INV00012058,S025,P00058,3,3,0,0.0
SC00002390,2025-12-31,INV00012579,S026,P00079,1,1,0,0.0
SC00002391,2025-12-31,INV00000729,S002,P00229,9,9,0,0.0
SC00002392,2025-12-31,INV00014445,S029,P00445,1,1,0,0.0
SC00002393,2025-12-31,INV00008920,S018,P00420,2,2,0,0.0
SC00002394,2025-12-31,INV00002106,S005,P00106,9,9,0,0.0
SC00002395,2025-12-31,INV00003602,S008,P00102,3,3,0,0.0
SC00002396,2025-12-31,INV00009725,S020,P00225,6,6,0,0.0
SC00002397,2025-12-31,INV00014383,S029,P00383,14,14,0,0.0
SC00002398,2025-12-31,INV00008191,S017,P00191,1,1,0,0.0
SC00002399,2025-12-31,INV00014711,S030,P00211,5,5,0,0.0
SC00002400,2025-12-31,INV00003407,S007,P00407,3,3,0,0.0
SC00002401,2025-12-31,INV00010343,S021,P00343,5,5,0,0.0
SC00002402,2025-12-31,INV00014163,S029,P00163,11,11,0,0.0
SC00002403,2025-12-31,INV00006586,S014,P00086,2,2,0,0.0
SC00002404,2025-12-31,INV00005983,S012,P00483,1,1,0,0.0
SC00002405,2025-12-31,INV00011727,S024,P00227,2,2,0,0.0
SC00002406,2025-12-31,INV00007379,S015,P00379,4,4,0,0.0
SC00002407,2025-12-31,INV00012785,S026,P00285,7,7,0,0.0
SC00002408,2025-12-31,INV00008402,S017,P00402,4,4,0,0.0
SC00002409,2025-12-31,INV00003091,S007,P00091,1,1,0,0.0
SC00002410,2025-12-31,INV00003317,S007,P00317,1,1,0,0.0
SC00002411,2025-12-31,INV00007921,S016,P00421,7,7,0,0.0
SC00002412,2025-12-31,INV00010927,S022,P00427,8,8,0,0.0
SC00002413,2025-12-31,INV00014865,S030,P00365,11,11,0,0.0
SC00002414,2025-12-31,INV00009652,S020,P00152,5,5,0,0.0
SC00002415,2025-12-31,INV00007892,S016,P00392,2,2,0,0.0
SC00002416,2025-12-31,INV00002513,S006,P00013,2,2,0,0.0
SC00002417,2025-12-31,INV00001624,S004,P00124,1,1,0,0.0
SC00002418,2025-12-31,INV00001535,S004,P00035,1,1,0,0.0
SC00002419,2025-12-31,INV00010583,S022,P00083,4,4,0,0.0
SC00002420,2025-12-31,INV00006603,S014,P00103,3,3,0,0.0
SC00002421,2025-12-31,INV00004483,S009,P00483,1,1,0,0.0
SC00002422,2025-12-31,INV00007676,S016,P00176,1,1,0,0.0
SC00002423,2025-12-31,INV00000186,S001,P00186,5,5,0,0.0
SC00002424,2025-12-31,INV00013490,S027,P00490,9,9,0,0.0
SC00002425,2025-12-31,INV00014703,S030,P00203,2,2,0,0.0
SC00002426,2025-12-31,INV00008241,S017,P00241,4,4,0,0.0
SC00002427,2025-12-31,INV00001741,S004,P00241,9,9,0,0.0
SC00002428,2025-12-31,INV00000625,S002,P00125,5,5,0,0.0
SC00002429,2025-12-31,INV00012382,S025,P00382,4,4,0,0.0
SC00002430,2025-12-31,INV00000734,S002,P00234,6,6,0,0.0
SC00002431,2025-12-31,INV00003646,S008,P00146,1,1,0,0.0
SC00002432,2025-12-31,INV00004233,S009,P00233,1,1,0,0.0
SC00002433,2025-12-31,INV00001884,S004,P00384,2,2,0,0.0
